SAMPLEID,8103,6654,14896,31253,5363388,440917,6549,5281515
1,0,0,0,0,0,0.767643363,0.874174456,0
2,0.163873772,0,0,0,0,1.193951473,1.356149258,0
3,0.19156222,0,0,0,0,0.399508686,0.605588389,0.006438016
4,0.236382343,0,0,0,0,1.343880255,2.2423095,0.020942372
5,0.028779133,0.098374801,0,0.1702888,0,0.312823861,0.734378767,0.288090378
6,0.136272525,0.037260675,0,0.035237085,0,0.219479445,0.437798296,0.007315849
7,0.176096397,0.061964447,0,0.034491993,0,0.283405981,0.568325098,0.008420925
8,0.332087972,0.123445022,0,0,0,0.502995238,0.949766538,0.022776392
9,0,0,0,0,1.155047763,0,0.434270773,0
10,0,0,0,0,3.841146887,0,0.631576611,0
11,0,0,0,0,0.750707429,0,0,0
12,0.166987439,0.943271773,1.148541876,0,0,0,0.787393062,0.122968895
13,0.111604719,2.224108361,0.084991232,0,0,0,0.902512928,0.102107045
14,0.04493479,0.351449375,0,0,0,0,0.893440107,0.015833626
15,0.176781683,1.23759713,0,0,0,0.213789262,2.133540068,0.745875268
16,0.663448212,0.145484196,0,0.134909591,0,0.173588216,0.367037789,0.026030412
17,2.92543186,1.858051113,0.66971391,1.358476214,0,0.404919926,1.398247747,0.073875375
18,0.973360691,0.305191674,0.065376671,0.456700915,0,0.121649322,0.403662166,0.04795923
19,2.359569744,1.340201062,0.848320303,1.437536067,0,0.572201881,1.237536318,0.096247392
20,0.035261979,0.763697962,0.687072224,0.625307023,0,0.848002288,0.177833921,0.149437754
21,0.033333013,1.420203127,1.105635735,0.123203556,0,2.285306106,0.175510451,0.021731889
22,0.067984612,3.618075081,1.411339429,0.647629975,0,8.065176462,0.230559809,0.071988523
23,0.073832887,6.705387957,2.190947496,0.597181505,0,18.22502413,0.294384256,0.018895314
24,0.247447982,1.152466514,0.281748524,0,0,1.825412204,1.191438511,0.462115763
25,0.256253447,0.68509613,0.181852434,0,0,1.250334831,0.806701853,0.309597948
26,0.7042229,0.057085446,0,0,0,0,0.742428658,0
27,0.364357342,0.829224106,0.319009803,0,0,1.311346265,1.124326353,0.400487124
28,0.034620747,2.804035397,1.026272519,1.660102114,0,0,0.608287042,0.268266415
29,0.040564027,4.929919937,1.169114244,3.061934694,0,0,0.693773045,0.256926048
30,0.07989418,5.288243697,1.536680317,2.360891783,0,0,0.811936532,3.02089328
31,0.055107609,4.962717473,1.285229917,2.530183952,0,0,0.541320938,1.722867825
32,0.408823254,8.833449878,2.412294506,1.255832364,0,6.024742494,0.844897305,0.273494473
33,0.160671312,15.20010333,3.785262309,2.248753027,0,12.92571571,0.606557676,0.109972328
34,0,0,0,0,8.726428314,0,0.415113874,0
35,0,0,0,0,1.665918662,0,0,0
36,0,0,0,0,2.027619535,0,0,0
37,0,0,0,0,2.344625963,0,0,0
38,0,0,0,0,2.406344929,0,0,0
39,0.135834146,0.287128555,0,0.646471246,0,0.75877058,1.055627727,0
40,0.062908705,0.231822546,0.316425521,0.771647097,0,0.718196825,0.857239588,0.071760497
41,0.056431959,0.17434709,0.160111816,0.372693159,0,0.649984577,0.795293269,0.046894646
42,0.123415051,0.278501662,0.359747194,0.496467561,0,0.56361214,0.710823171,0.037965731
43,0.454822414,5.631959155,3.863695316,1.328109262,0,0,0.227415953,0.061593261
44,0.098766224,7.515369646,4.582678575,2.702541174,0,0.62608545,0.265111886,0.250673641
45,2.839696946,12.98770597,6.702902674,1.086212852,0,3.078773411,0.27378262,0.111034213
46,0.27972018,7.20761122,2.362629293,0.40444514,0,0.572147694,0.114934714,0.028180712
