SAMPLEID,6654,14896,31253,7463,440917,6549,4133,6431015,76319594,289151,5281515,6429302,12306047,5373727
Repliate 1,0.182667613,0.034823568,0.079613479,0.086703109,1.253193673,0.557378419,0.092193607,0.039578325,0.207669572,0.044062088,0.141722865,0.072435854,0.021519709,0.210192758
Repliate 2,0.23267227,0.031009958,0.093104725,0.079125701,1.65923387,0.727185432,0.098102133,0.024181237,0.233765196,0.014315063,0.180021699,0.095915218,0.036077275,0.32777157
Repliate 3,0.041899239,0.058033144,0.069110562,0.093067541,1.933499364,0.416565055,0.066107452,0.035392262,0.125769176,0.030205933,0.097376009,0.057193737,0.019081747,0.039444371
Repliate 4,0.157731107,0.026110867,0.040897541,0.057168101,1.113065091,0.294019782,0.062506399,0.023180046,0.074145384,0.016983057,0.032893327,0.012982452,0.018918692,0.208858991
Repliate 5,0.060812804,0.041806349,0.105207237,0.060134951,2.15580341,0.987868222,0.082409191,0.008115072,0.125945394,0.012925406,0.075188609,0.03982129,0.028709344,0.143276039
Repliate 6,0,0,0.058243428,0.185095553,1.318062512,0,0.110833998,0.029968742,0.102450556,0,0.038039009,0.016981671,0,0
Repliate 7,0,0,0.173240624,0.096008755,3.272965184,0,0.139110994,0.048436148,0.19371249,0,0.143149707,0.097340673,0,0
