"","ENZYMEDATABASE...1.","BCUTw.1h","BCUTc.1l","BCUTc.1h","BCUTp.1l","BCUTp.1h","XLogP","MW","LipinskiFailures","nRotB","MLogP","nAtomLAC","nAtomP","nAtomLC","nB","nAtom","nAromBond","naAromAtom","ALogP","ALogp2","AMR","nAcid","nSmallRings","nAromRings","nRingBlocks","nAromBlocks","nRings3","nRings4","nRings5","nRings6","nRings7","tpsaEfficiency","Zagreb","WPATH","WPOL","WTPT.1","WTPT.2","WTPT.3","WTPT.4","WTPT.5","VAdjMat","VABC","TopoPSA","topoShape","PetitjeanNumber","MDEC.11","MDEC.12","MDEC.13","MDEC.14","MDEC.22","MDEC.23","MDEC.24","MDEC.33","MDEC.34","MDEC.44","MDEO.11","MDEO.12","MDEO.22","khs.sCH3","khs.dCH2","khs.ssCH2","khs.dsCH","khs.aaCH","khs.sssCH","khs.tsC","khs.dssC","khs.aasC","khs.aaaC","khs.ssssC","khs.ssNH","khs.aaNH","khs.tN","khs.dsN","khs.sOH","khs.dO","khs.ssO","Kier1","Kier2","Kier3","HybRatio","fragC","FMF","ECCEN","SP.0","SP.1","SP.2","SP.3","SP.4","SP.5","SP.6","SP.7","VP.0","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","VP.7","SPC.4","SPC.5","SPC.6","VPC.4","VPC.5","VPC.6","SC.3","SC.4","SC.5","SC.6","VC.3","VC.4","VC.5","VC.6","SCH.3","SCH.4","SCH.5","SCH.6","SCH.7","VCH.3","VCH.4","VCH.5","VCH.6","VCH.7","C1SP1","C1SP2","C2SP2","C3SP2","C1SP3","C2SP3","C3SP3","C4SP3","ATSp1","ATSp2","ATSp3","ATSp4","ATSp5","ATSm1","ATSm2","ATSm3","ATSm4","ATSm5","ATSc1","ATSc2","ATSc3","ATSc4","ATSc5","nHBDon","nHBAcc","bpol","apol"
"39",8103,15.9949161378692,-0.395720856959147,0.0498284561919849,3.91370019928404,6.8165238035114,1.989,102.104465068,0,4,2.01,6,0,7,6,21,0,0,-1.5494,2.40064036,24.8219,0,0,0,0,0,0,0,0,0,0,0.198130414634924,22,56,4,12.8337887770979,1.83339839672827,2.40126938854894,2.40126938854894,0,3.58496250072116,121.122593156561,20.23,1,0.5,0,1.91925974818689,0,0,5.67624001860939,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,6,6,1,358.01,0,54,5.53553390593274,3.41421356237309,2.06066017177982,1.20710678118655,0.676776695296637,0.353553390593274,0.176776695296637,0,4.9827475014327,3.02333454720339,1.7842669695298,1.01166727360169,0.538580094171626,0.255833636800846,0.0790569415042095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,244.452731070801,221.340872782227,183.447987623047,138.919922152344,93.6984876806641,7.77446903554095,6.33209197713257,5.33209197713257,4.33209197713257,3.33209197713257,0.083400371632737,-0.0336307446060157,-0.00744553306056079,-0.000603174716202859,-2.04328189996589e-05,1,1,15.304898,20.697102
"40",5352557,15.9959186592823,-0.315550959124632,0.301610350848546,3.7224686461293,7.14316185480335,2.213,142.099379688,0,5,2.12,6,3,9,9,24,0,0,-0.1265,0.0160022499999999,38.4688,0,0,0,0,0,0,0,0,0,0,0.185081736864337,36,158,7,18.6626545839544,1.86626545839544,5.25043065917694,5.25043065917694,0,4.16992500144231,159.231871707256,26.3,1,0.5,0.125,2.83101272405868,0.755928946018455,0,5.67624001860939,1.34123075999971,0,0,0,0,0,0.5,0,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,10,7.11111111111111,9.14285714285714,0.625,439.02,0,111,7.81999095630891,4.77005561002966,3.59673554708526,1.88502780501483,1.15613924835454,0.692513902507416,0.401292928880635,0.21650635094611,6.59251746286662,3.55386012050628,2.00837128217624,0.992211928938858,0.555213482989913,0.282966169817329,0.120078363409581,0.0579334499489486,0.288675134594813,0.204124145231932,0.144337567297406,0.058925565098879,0.0416666666666667,0.0240562612162344,0.408248290463863,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,0,0,367.442978176682,347.421933220551,328.381419190872,268.765595530151,222.887207265869,11.5489380710819,9.99627593139769,10.7707449669386,7.66418395426513,6.66418395426513,0.276877756282158,-0.163993124237587,0.0365679522891664,-0.00362078928488972,-0.00333723182580151,0,2,18.178898,25.019102
"41",8908,15.9959186592823,-0.315867035718334,0.301601995008791,3.71192167752018,7.07242825702956,2.729,144.115029752,0,6,2.12,6,3,9,9,26,0,0,-1.1703,1.36960209,33.9734,0,0,0,0,0,0,0,0,0,0,0.182493110158311,36,158,7,18.6626545839544,1.86626545839544,5.25043065917694,5.25043065917694,0,4.16992500144231,161.868330408056,26.3,1,0.5,0.125,2.83101272405868,0.755928946018455,0,5.67624001860939,1.34123075999971,0,0,0,0,0,0.5,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,10,7.11111111111111,9.14285714285714,0.875,535.02,0,111,7.81999095630891,4.77005561002966,3.59673554708526,1.88502780501483,1.15613924835454,0.692513902507416,0.401292928880635,0.21650635094611,6.85203048686046,3.90403020624522,2.40070350810636,1.30321616290293,0.744736290843938,0.401608081451466,0.180117545114371,0.086900174923423,0.288675134594813,0.204124145231932,0.144337567297406,0.058925565098879,0.0416666666666667,0.0294627825494395,0.408248290463863,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,359.117287657395,339.638155291351,321.548868825516,262.498761338745,217.366494220947,11.5489380710819,9.99627593139769,10.7707449669386,7.66418395426513,6.66418395426513,0.270854271142023,-0.165358117878675,0.0505840234736974,-0.0157026408781268,-0.00452675026393945,0,2,20.365312,26.352688
"42",31289,15.9949168901564,-0.30287316261734,0.177167852309301,3.4695846991239,7.34628861786154,4.001,142.135765196,0,7,2.34,9,2,10,9,28,0,0,-1.8343,3.36465649,34.2114,0,0,0,0,0,0,0,0,0,0,0.120096444244424,34,165,7,18.8290973312901,1.88290973312901,2.41259554064507,2.41259554064507,0,4.16992500144231,170.374088333361,17.07,0.8,0.444444444444444,0,2.12520055944203,0,0,11.2405836296224,0,0,0,0,0,0,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,9,9.14285714285714,0.888888888888889,639.01,0,122,7.65685424949238,4.91421356237309,3.12132034355964,1.95710678118655,1.20710678118655,0.728553390593274,0.426776695296637,0.239276695296637,6.93534602795932,4.35105733204593,2.72310875422785,1.67552866602296,1.00800098652065,0.587764333011482,0.327223797963688,0.168882166505741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,0,0,405.432877175724,382.80178280848,343.940636179459,295.468271470734,243.275516659729,10.7744690355409,9.33209197713256,8.33209197713257,7.33209197713257,6.33209197713257,0.132066649094803,-0.0442661463603181,-0.0192883875633026,-0.00233784893726222,-0.00013696574315428,0,1,20.635726,28.644274
"43",5354833,15.9949168901564,-0.298076311162473,0.188773107660681,3.55395967580817,7.45508814052314,3.557,140.120115132,0,6,2.34,9,4,10,9,26,0,0,-0.6764,0.45751696,38.5343,0,0,0,0,0,0,0,0,0,0,0.121824050629128,34,165,7,18.8290973312901,1.88290973312901,2.41259554064507,2.41259554064507,0,4.16992500144231,167.737629632561,17.07,0.8,0.444444444444444,0,2.12520055944203,0,0,11.2405836296224,0,0,0,0,0,0,0,0,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,9,9.14285714285714,0.666666666666667,535.01,0,122,7.65685424949238,4.91421356237309,3.12132034355964,1.95710678118655,1.20710678118655,0.728553390593274,0.426776695296637,0.239276695296637,6.67583300396548,4.01772399871259,2.41357041998798,1.43899438611166,0.840745993212294,0.469497193055832,0.236877937925091,0.112588111003827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,5,0,0,413.466604470524,390.489286245735,350.896102430924,301.811063148468,248.673105072815,10.7744690355409,9.33209197713256,8.33209197713257,7.33209197713257,6.33209197713257,0.138362318181682,-0.0581977415805627,-0.0160576471533873,0.0127569969401086,-0.00632041537248896,0,1,18.449312,27.310688
"44",454,15.9949166388265,-0.302869377224021,0.177159294222977,3.4646728254306,7.20775529706581,3.432,128.120115132,0,6,2.23,8,2,9,8,25,0,0,-1.5463,2.39104369,31.2998,0,0,0,0,0,0,0,0,0,0,0.133234347958656,30,120,6,16.8297675378341,1.86997417087046,2.41097751891706,2.41097751891706,0,4,153.078103707495,17.07,1,0.5,0,2.07099662883712,0,0,9.33325826946399,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,8,8,0.875,504.01,0,96,6.94974746830583,4.41421356237309,2.76776695296637,1.70710678118655,1.03033008588991,0.603553390593274,0.338388347648318,0.176776695296637,6.22823924677277,3.85105733204593,2.36955536363457,1.42552866602296,0.831224291224014,0.462764333011482,0.23883545031537,0.101631566198143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,347.59193151149,325.098630815949,286.62085794635,238.89918921106,188.063531906006,9.77446903554095,8.33209197713257,7.33209197713257,6.33209197713257,5.33209197713257,0.132066649094803,-0.0442661463603181,-0.0192883875633026,-0.00233784893726222,-0.00013696574315428,0,1,18.449312,25.550688
"45",5283324,15.9949166388265,-0.298072459180932,0.188765413933119,3.5490478102379,7.37645645674902,2.988,126.104465068,0,5,2.23,8,4,9,8,23,0,0,-0.3884,0.15085456,35.6227,0,0,0,0,0,0,0,0,0,0,0.135363961861265,30,120,6,16.8297675378341,1.86997417087046,2.41097751891706,2.41097751891706,0,4,150.441645006695,17.07,1,0.5,0,2.07099662883712,0,0,9.33325826946399,0,0,0,0,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,8,8,0.625,412.01,0,96,6.94974746830583,4.41421356237309,2.76776695296637,1.70710678118655,1.03033008588991,0.603553390593274,0.338388347648318,0.176776695296637,5.96872622277893,3.51772399871259,2.06001702939471,1.18899438611166,0.663969297915658,0.334995992440636,0.15922363354358,0.0677543774654285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,0,0,355.43116340651,332.549645465363,293.239535518616,244.735472402466,192.710862565186,9.77446903554095,8.33209197713257,7.33209197713257,6.33209197713257,5.33209197713257,0.138362318181682,-0.05819774158055,-0.0160576471530204,0.012756996944656,-0.00632041535047151,0,1,16.262898,24.217102
"46",18827,15.9949166537949,-0.38845289582378,0.129117568646311,4.94119222183593,7.57392767309396,2.707,128.120115132,0,5,2.23,8,2,8,8,25,0,0,-0.9039,0.81703521,33.6548,0,0,0,0,0,0,0,0,0,0,0.157898702941044,32,110,7,16.657518552303,1.85083539470033,2.44249426782673,2.44249426782673,0,4,153.078103707495,20.23,0.75,0.428571428571429,0.142857142857143,3.37701897368727,0.632455532033676,0,4.83240973765229,2.64805960262203,0,0,0,0,0,0,0,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9,6.125,5.87755102040816,0.75,504.01,0,85,7.11288417512236,4.30806041249045,3.00920192176776,1.99740024071063,0.946923425058676,0.535074774508185,0.348461712529338,0.102062072615966,6.13744803981195,3.61513558519477,2.29883182090743,1.37551956937107,0.72132692061045,0.375553956400863,0.206808620869003,0.058925565098879,0.492799279826744,0.348461712529338,0.246399639913372,0.149071198499986,0.105409255338946,0.074535599249993,0.288675134594813,0,0,0,0.105409255338946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,0,0,379.225416606751,362.837526361939,349.845819534668,288.5696351344,206.336206853516,9.77446903554095,8.33209197713257,8.66418395426513,7.66418395426513,5.33209197713257,0.0797122371553916,-0.0302931041997852,-0.0093123357287874,-0.000221026723443986,-2.90813300424931e-05,1,1,17.491312,25.550688
"47",5363374,15.9959186592823,-0.311713942207341,0.301861306775927,3.73301549749011,7.10394444920905,2.413,142.099379688,0,5,2.12,6,3,9,9,24,0,0,0.4171,0.17397241,40.009,0,0,0,0,0,0,0,0,0,0,0.185081736864337,36,158,7,18.6626545839544,1.86626545839544,5.25043065917694,5.25043065917694,0,4.16992500144231,159.231871707256,26.3,1,0.5,0.125,2.83101272405868,0.755928946018455,0,5.67624001860939,1.34123075999971,0,0,0,0,0,0.5,0,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,10,7.11111111111111,9.14285714285714,0.625,439.02,0,111,7.81999095630891,4.77005561002966,3.59673554708526,1.88502780501483,1.15613924835454,0.692513902507416,0.401292928880635,0.21650635094611,6.59251746286662,3.55386012050628,2.06266551314711,1.0048299785227,0.518025725246193,0.267738720967644,0.120078363409581,0.0579334499489486,0.288675134594813,0.204124145231932,0.144337567297406,0.058925565098879,0.0340206908719886,0.0196418550329597,0.408248290463863,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,0,0,367.947933145676,348.145692939789,329.474896054764,269.036015612183,222.098434556885,11.5489380710819,9.99627593139769,10.7707449669386,7.66418395426513,6.66418395426513,0.276961776510489,-0.176510573371959,0.0608034852549726,-0.0144882769488841,-0.0148229246658843,0,2,18.178898,25.019102
"48",5363388,15.9959186592823,-0.315550959124632,0.301610350848546,3.7224686461293,7.14316185480335,2.213,142.099379688,0,5,2.12,6,3,9,9,24,0,0,-0.1265,0.0160022499999999,38.4688,0,0,0,0,0,0,0,0,0,0,0.185081736864337,36,158,7,18.6626545839544,1.86626545839544,5.25043065917694,5.25043065917694,0,4.16992500144231,159.231871707256,26.3,1,0.5,0.125,2.83101272405868,0.755928946018455,0,5.67624001860939,1.34123075999971,0,0,0,0,0,0.5,0,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,10,7.11111111111111,9.14285714285714,0.625,439.02,0,111,7.81999095630891,4.77005561002966,3.59673554708526,1.88502780501483,1.15613924835454,0.692513902507416,0.401292928880635,0.21650635094611,6.59251746286662,3.55386012050628,2.00837128217624,0.992211928938858,0.555213482989913,0.282966169817329,0.120078363409581,0.0579334499489486,0.288675134594813,0.204124145231932,0.144337567297406,0.058925565098879,0.0416666666666667,0.0240562612162344,0.408248290463863,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,0,0,367.442978176682,347.421933220551,328.381419190872,268.765595530151,222.887207265869,11.5489380710819,9.99627593139769,10.7707449669386,7.66418395426513,6.66418395426513,0.276877756282158,-0.163993124237587,0.0365679522891664,-0.00362078928488972,-0.00333723182580151,0,2,18.178898,25.019102
"49",5281167,15.9949161501029,-0.395407965855649,0.112849105995854,3.95588775344975,7.02075562132854,1.473,100.088815004,0,3,2.01,6,2,7,6,19,0,0,-0.505599999999999,0.255631359999999,29.3173,0,0,0,0,0,0,0,0,0,0,0.202120486681669,22,56,4,12.8337887770979,1.83339839672827,2.40126938854894,2.40126938854894,0,3.58496250072116,118.486134455761,20.23,1,0.5,0,1.91925974818689,0,0,5.67624001860939,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,6,6,0.666666666666667,282.01,0,54,5.53553390593274,3.41421356237309,2.06066017177982,1.20710678118655,0.676776695296637,0.353553390593274,0.176776695296637,0,4.72323447743885,2.67316446146445,1.39193474359969,0.69813503860243,0.359053396114418,0.170555757867231,0.052704627669473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,251.791551834473,227.92537287207,188.574087458985,142.990930261719,96.9955692314454,7.77446903554095,6.33209197713257,5.33209197713257,4.33209197713257,3.33209197713257,0.0898816631331769,-0.0312512776651246,-0.0216246013206322,0.00188035702087213,0.0119093789984553,1,1,13.118484,19.363516
"50",1549018,15.994917394522,-0.294060255752036,0.159207136487569,4.89925176457674,9.55703779582206,2.324,164.120115132,0,3,2.56,5,4,5,12,28,0,0,1.1043,1.21947849,52.0246,0,1,0,1,0,0,0,1,0,0,0.104009188552365,54,216,13,23.3436811234868,1.94530676029057,2.52286555450437,2.52286555450437,0,4.58496250072116,187.336681482695,17.07,0.75,0.428571428571429,0.142857142857143,3.51109696406523,1.87318479757216,0,5.79836445299759,7.59763472150821,0,2.3811015779523,0,0,0,0,0,2,0,4,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,10.0833333333333,4.88888888888889,2.77777777777778,0.545454545454545,652.01,0.178571428571429,138,8.97469149468816,5.75321885762406,4.69155456387732,3.68016469890819,2.71385185618109,1.56768943730729,0.801343402081741,0.532117556806673,7.89137595358931,4.62172101245936,3.26583676818002,2.3031594856578,1.49672894416307,0.750494319195363,0.37312888167807,0.224664211238304,1.4996728552133,2.25015155036813,2.06396784047797,0.777038587869289,0.99249801107177,0.763933220331868,0.607487284278986,0,0.192450089729875,0,0.337333826593659,0,0.0880155181539914,0,0,0,0.0962250448649376,0.260491471473852,0.280420330785361,0,0,0.0625,0.132209691978151,0.113267406044318,0,0,3,2,2,4,0,0,679.797896820862,737.272088556824,916.642141335327,717.611100134155,475.420717359924,12.7744690355409,12.3320919771326,15.6641839542651,13.9962759313977,9.66418395426513,0.128873034966851,-0.0368678207957876,-0.0240078710405951,-0.000651527897643214,-0.00674362974614126,0,1,18.449312,30.830688
"51",9862,15.9949166401523,-0.299494842201948,0.191340375118076,4.1370902298071,7.62707777263281,1.796,126.104465068,0,3,2.23,7,2,7,8,23,0,0,1.5927,2.53669329,39.8741,0,0,0,0,0,0,0,0,0,0,0.135363961861265,34,108,6,16.4982998499045,1.83314442776716,2.37499659720912,2.37499659720912,0,4,150.441645006695,17.07,1,0.5,0.721124785153704,3.12012573457786,2.68328157299975,0,2.3811015779523,3.30192724889463,0,0.25,0,0,0,0,0,3,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,9,4.83950617283951,8,0.625,412.01,0,76,7.27602088193889,4.12589765768623,3.7185973600176,1.56294882884311,0.934347711125484,0.471404520791032,0.471404520791032,0,6.39981212202658,3.25460096088388,2.52216465213898,1.04898549767464,0.564107050639802,0.245969133495549,0.203263132396285,0,0.577350269189626,0.408248290463863,0.235702260395516,0.306186217847897,0.203263132396285,0.101631566198143,0.816496580927726,0,0,0,0.433012701892219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,0,0,382.160530620606,367.763526647461,376.451605296143,265.290113753906,206.350927458984,9.77446903554095,8.33209197713257,9.66418395426513,6.33209197713257,5.33209197713257,0.127675088785415,-0.0230213893051282,-0.037557009982081,-0.014301344669055,0.00411556288746015,0,1,16.262898,24.217102
"52",6443227,12.2101420295817,-0.294331092642557,0.126892412385509,5.39016148647573,9.07351805234196,6.186,218.203450832,1,7,3.22,13,4,13,15,42,0,0,4.7281,22.35492961,78.0855,0,0,0,0,0,0,0,0,0,0,0,64,586,15,30.3055281816738,1.89409551135461,0,0,0,4.90689059560852,274.746377911467,0,1,0.5,1.47945029329696,8.85145975478877,3.93258957618099,0,8.69081120841359,7.97048383692293,0,0.595275394488075,0,0,0,0,0,4,1,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,10.1730103806228,11.3244444444444,0.5,1441,0,273,12.3889050570613,7.55774931026437,6.25467273532304,3.65371910401914,2.47081010286895,1.28977943613409,1.09681984058679,0.461294492161062,11.3449349826912,6.13121038969591,4.65802309674533,2.52510433383982,1.52133401254746,0.733340724163762,0.587290962932213,0.215586909011454,1.10517171552254,1.1299361269509,0.818374915343062,0.754987977321909,0.681795045862671,0.444665589568949,0.985598559653489,0,0,0,0.696923425058676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,4,4,0,0,941.64921121667,947.047423726797,1028.46505354717,919.483271079815,837.392554929623,16,15,17,15,14,0.0146694264451172,-0.00410218892240982,-0.00920448345172524,0.00392006881943354,0.00761587914392235,0,0,28.423382,45.496618
"53",93231,15.9949171565956,-0.294103377016334,0.158144587325037,4.90680668540615,8.54585775474291,2.242,150.104465068,0,5,2.45,8,4,8,10,25,0,0,2.2067,4.86952489,48.2641,0,0,0,0,0,0,0,0,0,0,0.113720800991942,44,180,11,20.3155596056722,1.84686905506111,2.45499701586709,2.45499701586709,0,4.32192809488736,179.760696856828,17.07,0.75,0.428571428571429,1.28049025748703,3.88832259447933,4.52810138489687,0,1.65096362444731,4.53238523820148,0,1.31037069710445,0,0,0,0,0,1,3,2,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,11,5.625,5.28925619834711,0.3,466.01,0,109,8.85337115112852,5.07458606266997,4.31207109522503,2.94980236027126,1.08486698696129,0.759085443400973,0.514425365159565,0.136082763487954,7.02113246558623,3.5652611326637,2.56587885679571,1.43785902136613,0.589538587869289,0.303550950154444,0.183392935289827,0.0435577140661672,1.69990606101329,0.918200320294627,0.923351870009887,0.575523785145304,0.324219113891331,0.23904311021325,0.857710728323662,0,0.235702260395516,0,0.393283046242747,0,0.0510310363079829,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,2,0,0,554.237265129944,557.63622986145,616.964736741699,523.54188906604,362.677317479492,11.7744690355409,10.3320919771326,12.6641839542651,11.9962759313977,7.33209197713257,0.123204479451075,-0.0323083301640751,-0.0152157207094961,-0.0212990595030666,0.00568129362859434,0,1,16.262898,27.737102
"54",26049,12.1101551062336,-0.17119715162911,0.0513735987581716,6.28136907469976,9.26095140977582,4.181,136.125200512,0,0,2.56,0,2,0,11,26,0,0,2.1434,4.59416355999999,44.9911,0,2,0,1,0,1,0,0,1,0,0,58,108,11,19.7698988707997,1.97698988707997,0,0,0,4.4594316186373,154.166928857067,0,0.666666666666667,0.4,0.814325284978472,3.0795586664097,3.68766332166624,1.88988157484231,1.65096362444731,5.85380063611753,1.31037069710445,1.65096362444731,2.0800838230519,0,0,0,0,3,0,2,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,6.69421487603306,1.77777777777778,0.846880907372401,0.8,639,0.269230769230769,84,7.35337115112852,4.62102703356804,4.95257759474183,3.74800743625747,2.61136043147645,2.10923880835748,1.31750832891327,0.436431953584823,7.14626436994197,4.27765699910263,4.52465657091354,3.38336964970831,2.18642142499966,1.61978213020234,0.960891134771828,0.308603993906321,2.37322285902183,2.63269531886084,3.10805065073513,2.24021297638395,2.29934444952683,2.43996599358906,1.43506099751329,0.166666666666667,0.235702260395516,0.166666666666667,1.35051000815041,0.166666666666667,0.235702260395516,0.166666666666667,0.166666666666667,0.569035593728849,0.554737854124365,0.808761992705527,0.993132813425828,0.166666666666667,0.569035593728849,0.554737854124365,0.685459218726839,0.759706671240736,0,0,1,1,3,2,2,1,641.004740103516,769.826664382813,962.211256473633,688.387194132813,326.333144984375,10,11,15,11,6,0.00530486892290858,-0.00127732811895508,-0.00241172468611048,0.000906126919318067,0.000129628570373427,0,0,17.491312,28.268688
"55",6654,12.1101551062336,-0.169189623266774,0.0529551959182147,6.57225033853766,9.81200966176687,4.177,136.125200512,0,0,2.56,0,2,0,11,26,0,0,1.5162,2.29886244,44.5386,0,3,0,1,0,0,1,0,2,0,0,58,102,13,19.9229856564077,1.99229856564077,0,0,0,4.4594316186373,154.166928857067,0,0.333333333333333,0.25,0.944940787421155,2.94389818954517,4.1122652788826,2.0800838230519,1.65096362444731,5.85380063611753,1.31037069710445,1.65096362444731,2.3811015779523,0,0,0,0,3,0,2,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,6.69421487603306,1.77777777777778,0.7168,0.8,639,0.269230769230769,74,7.35337115112852,4.62102703356804,4.91512011617656,4.20366523511736,3.05915044296491,2.04861601723729,1.14570764853201,0.340206908719886,7.14626436994197,4.2876937002347,4.49042208974512,3.74451716572525,2.54124038086728,1.57965469075778,0.844655444398706,0.240562612162344,3.26015379810198,4.31544862987011,4.89308947840505,2.97115709231461,3.61785256401912,3.767092818734,1.40857456041364,0.166666666666667,0.648271460983119,0.15137471507731,1.323749909103,0.166666666666667,0.589843001876676,0.142258898432212,0,0.117851130197758,0.387076975472826,0.759946456236619,1.17852821937513,0,0.117851130197758,0.377961158827728,0.667227585436643,0.926021830889183,0,0,1,1,3,2,2,1,675.646769757813,814.910050523438,1099.80144557813,808.857141914063,254.814237175781,10,11,16,13,5,0.00520401569678338,-0.00103112952328718,-0.00249445514388376,0.000804623465241462,0.000118953353537787,0,0,17.491312,28.268688
"56",5368821,12.1101551062336,-0.176856343367846,0.0465562993809918,5.66116951492067,8.52669928636503,4.152,136.125200512,0,2,2.56,8,6,8,9,26,0,0,3.3777,11.40885729,50.7544,0,0,0,0,0,0,0,0,0,0,0,38,146,8,18.4901777504815,1.84901777504815,0,0,0,4.16992500144231,173.606928857067,0,0.75,0.428571428571429,1.28049025748703,5.22531697703559,3.20684950730332,0,3.14734519026494,4.1800446793471,0,0.25,0,0,0,0,0,4,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,5.76,7,0.4,535,0,98,7.98312766312544,4.66390246014701,3.83817051588665,2.17532126453891,1.07868527842289,0.581224291224014,0.485702260395516,0.166666666666667,7.3094010767585,3.61004233964073,2.63582576270394,1.24401693585629,0.488568257447775,0.22767090063074,0.179558378198271,0.0555555555555556,0.781474414421557,0.55258585776127,0.345522030828498,0.429558378198271,0.248005645285431,0.131445855765802,0.696923425058676,0,0,0,0.45534180126148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,0,0,527.486004929322,514.328043960205,535.80444834137,422.291901622559,319.770614703125,10,9,10,8,6,0.00676724539471577,-0.002713582470673,-0.00134251804799415,0.00114582809038455,0.000866808446396672,0,0,17.491312,28.268688
"57",7460,12.1101551062336,-0.157564062999666,0.0630724226000053,6.214765625,9.4820685335616,4.427,136.125200512,0,1,2.56,0,4,3,10,26,0,0,1.7112,2.92820544,46.8552,0,1,0,1,0,0,0,0,1,0,0,46,120,11,19.3857082269555,1.93857082269555,0,0,0,4.32192809488736,163.886928857067,0,1,0.5,0.721124785153704,3.88832259447933,3.86777675328942,0,3.30192724889463,7.06555105800289,0,1.31037069710445,0,0,0,0,0,3,0,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,8.1,3.40828402366864,2.28571428571429,0.6,586,0.230769230769231,88,7.56047793231507,4.69837730275766,4.26396884514393,3.00332255836608,1.95252974511572,1.4491352930731,0.919957417967264,0.192450089729875,7.09385812713468,4.0485473884966,3.45083164425748,2.17460726384975,1.23834936422366,0.813934560802967,0.513839665935353,0.0907218423253029,1.44868840498374,1.40419377863857,1.49826682714042,1.07152889242767,0.87703021546442,0.835649445568605,0.788675134594813,0,0.166666666666667,0,0.636082763487954,0,0.136082763487954,0,0,0,0,0.0833333333333333,0.131445855765802,0,0,0,0.0392837100659193,0.061964170647245,0,0,3,1,3,1,2,0,614.962334056153,663.386180557618,821.776099345948,659.412640816407,329.212212121094,10,10,13,11,6,0.00487740804212641,-0.00023223074109877,-0.00277668880501689,-0.00022329814988682,0.000661622111553868,0,0,17.491312,28.268688
