Sample,5281167,17868,6654,18818,14896,31253,7460,5363388,8908,7462,2758,5281553,7461,11463,6549,6427110,5368821,17100,29025,6918391,6431015,6429302,5281517,442353,5281516
1,223014.2279,0,301966.0193,0,19868.76488,334718.497,0,2591831.579,503958.2395,10149.97709,67781.11786,36317.75284,38115.89308,23894.72699,61200.86967,227814.2099,5678.66346,15392.21745,161927.0051,6033.027169,169508.9841,39998.8344,0,0,295172.6044
2,0,2636641.217,1261980.056,561329.2385,113785.5404,4003328.649,14911.29943,87273.5467,0,164672.7251,772938.0484,90249.45592,143643.8034,143598.511,97117.97141,0,13779.07122,66215.27577,265986.3171,10588.22809,255109.502,51421.52435,0,0,69582.15582
3,370374.5825,3421903.887,1372717.748,582996.1306,131950.3879,2695347.741,24197.76742,4284115.457,329628.9823,385500.539,815179.8995,167047.6122,256842.4745,180634.157,182375.613,2062667.776,21014.57711,155536.3119,256335.1467,4522.288522,160734.1107,30444.3834,16025.61546,0,103910.0777
4,579959.0508,5265823.634,2198211.798,975343.5791,217770.1232,4446947.503,36349.62216,8873960.202,229634.2184,623518.6573,1238883.173,128857.1563,387874.0746,277472.6986,84433.75635,1931933.432,19387.93043,137734.9547,76795.13464,0,14126.55751,0,0,0,122743.4215
5,561496.5098,0,329325.5379,0,17976.73153,269156.2917,0,4140257.721,222773.1836,10541.41783,22598.04568,35820.15196,13679.49107,15867.10281,30152.44729,8687114.696,9408.458247,7364.577482,31518.14923,6969.933893,12755.42883,0,4271.21272,4675.868926,45345.12645
6,271554.5007,665446.983,640893.1867,142558.1053,53927.66634,618268.1829,3939.93511,2341613.095,78330.81872,39426.40679,208279.2484,16286.34614,50996.60938,39038.26617,0,180289.7283,6266.595065,11029.22774,44675.90097,0,7571.652677,0,0,0,384676.8415
7,162502.5671,674937.7334,633317.1798,112137.578,34706.43192,620433.0095,5675.845302,1917669.092,0,75184.28034,143120.4008,21387.4883,51470.39328,53791.86473,151416.6593,112641.5732,4214.777424,9725.35439,47388.03113,0,15799.5857,0,0,0,78096.27628
8,640847.5984,950344.6946,1609051.344,167313.5107,76036.48897,1000224.394,8431.183242,6343906.854,225200.3741,98495.48118,229523.9642,47859.54038,102866.0743,92796.06067,66857.43512,51514.84296,23824.96662,16071.26427,49609.12384,15823.51408,11549.36198,0,0,0,0
9,278036.7968,0,539501.6806,45070.24368,44765.73261,388608.9984,0,493522.1782,104270.9935,0,29902.93993,24446.26978,23669.71204,18235.8194,96815.56774,296741.8553,0,5758.896253,46512.99531,3606.687198,22106.4896,0,7585.009691,0,17897.94139
10,514893.4459,1978336.271,1054803.638,284053.4396,90668.51751,1627279.818,29274.02654,6144019.606,67353.59196,498732.178,364520.9613,35059.31768,308358.9094,210397.5556,0,0,6751.28626,11814.55004,8247.188543,422131.1381,10750.69015,0,0,13215.04923,12833.02868
11,137134.5504,2160947.201,1181751.389,393464.4492,88026.41294,2531206.774,14247.56556,1304095.323,57255.65371,199354.7415,571270.279,70508.57474,144597.5819,120726.9238,0,440733.3029,8325.452029,10654.91473,157529.9918,0,19876.35493,0,0,0,196574.7609
12,235072.9575,3242967.896,1338657.785,671603.5872,143967.3405,2575361.215,14632.60855,2024059.163,107019.4815,192577.784,711235.6019,66198.49287,137886.6449,132247.4877,43924.48738,229460.1716,12108.05689,89829.33658,51492.63611,1768318.734,25564.43733,50477.36348,12433.24799,36726.50534,284032.9601
13,366109.6478,0,303677.3091,0,24714.36301,146338.608,0,2874191.931,193419.9615,8969.25795,37046.64011,0,17836.07891,15342.97413,16265.67126,55239.8355,3459.776416,0,31169.13416,3055.814264,13473.22987,0,2429.762003,0,52150.14478
14,4825481.75,1863769.913,978541.795,296755.1308,92775.92237,1551867.876,17117.63173,30311829.19,783094.2594,279651.4215,317121.6111,59530.69132,179057.2657,123847.8817,141986.5781,331591.2691,10396.81486,30217.65417,22424.5375,3685.033546,12331.0079,0,0,0,131298.5984
15,842307.054,1500113.039,939945.5841,248435.6446,64822.09128,1215962.249,13522.51706,8328866.709,88912.21318,223266.683,354829.5112,28416.43899,133367.5085,97667.01474,19259.05831,106782.7861,3922.951016,9878.253025,35921.65337,3430.488713,9580.034455,0,0,0,0
16,66914.80985,1364182.438,863486.3477,270866.0461,64253.79662,1154923.015,7492.27773,900548.4223,68957.00139,121505.5829,316706.3836,31494.71011,91992.72881,67711.60314,25694.03389,203608.6345,4094.798258,22520.84891,29051.38712,6396.923709,7955.501584,0,0,0,67527.61045
17,148859.705,3347068.806,1548134.211,614132.9658,131407.3944,2658444.411,28462.60268,571952.7354,84680.05386,483953.1756,873236.922,74450.293,288221.3165,204442.9308,0,0,11506.5763,10716.32155,70731.86761,0,10820.36605,0,0,0,0
18,1412316.055,7161904.091,2838982.248,1328047.066,301928.8263,6132860.321,44473.5225,5444986.814,643497.6319,821581.1485,1717989.419,176638.727,505536.6172,396810.3326,506303.2186,8121042.212,15613.761,402220.8046,46491.56193,0,0,0,6116.759601,0,248420.3559
19,5583298.293,1958947.413,1267297.694,461091.7749,161368.3051,1868925.714,10758.64669,22493835.92,515427.2082,108725.3614,747944.8205,89404.5934,165938,83955.26005,524930.7661,3031764.873,22630.77738,30905.18769,45182.82128,6693.499309,8616.63525,0,7345.795579,0,631232.8285
