Time,Treatment,5281167,8103,17100,6918391,6429302,5281517,519764
ZT28,dawn,8825.371038,5248.142752,0,0,0,0,0
ZT28,dawn,6873.713874,3705.248174,0,0,0,0,0
ZT28,dawn,3395.439854,1826.701476,0,0,0,0,0
ZT28,dawn,4114.782696,3164.396465,0,0,0,0,0
ZT28,dawn,7272.569346,4989.820496,0,0,0,0,0
ZT28,dawn,3051.984973,1993.381166,260.2403779,0,0,0,0
ZT28,dawn,3496.280149,1836.179322,0,0,0,0,0
ZT28,dawn,1189.190464,1024.920268,0,0,0,0,0
ZT28,dawn,0,18830.08381,0,0,0,0,0
ZT32,dawn,0,0,957.6973974,0,189.1927658,0,0
ZT32,dawn,0,0,0,0,0,0,0
ZT32,dawn,0,0,1325.562892,0,230.82094,0,0
ZT32,dawn,0,0,0,0,174.9862348,0,0
ZT32,dawn,0,0,0,0,0,0,0
ZT32,dawn,0,0,0,0,0,0,0
ZT32,dawn,0,0,823.3159357,0,393.0266266,0,0
ZT32,dawn,0,0,0,0,0,0,0
ZT36,dawn,0,0,331.7600353,0,447.5959418,0,0
ZT36,dawn,0,0,124.4413458,0,165.4504257,0,0
ZT36,dawn,0,0,114.7530598,0,265.2580479,0,0
ZT36,dawn,0,0,1601.10549,0,507.7648608,0,0
ZT36,dawn,0,0,0,0,0,0,0
ZT36,dawn,0,0,0,0,0,0,0
ZT36,dawn,0,0,0,0,248.8753037,0,0
ZT36,dawn,0,0,0,0,0,0,0
ZT36,dawn,9332.069094,0,3470.538365,0,3375.041577,0,0
ZT36,dawn,0,0,0,0,0,0,0
ZT40,dawn,0,0,0,0,84.34433817,0,0
ZT40,dawn,0,0,0,0,0,1306.370015,0
ZT40,dawn,0,0,0,0,0,0,0
ZT40,dawn,0,490.8579393,0,0,0,0,0
ZT40,dawn,0,0,0,0,0,0,0
ZT40,dawn,0,0,0,0,0,0,0
ZT40,dawn,0,0,0,0,0,0,0
ZT40,dawn,0,0,0,0,0,0,0
ZT40,dusk,14042.16185,14704.41421,0,0,0,0,0
ZT40,dusk,33276.30194,21954.47028,0,0,0,0,0
ZT40,dusk,28028.78914,18843.77648,0,0,0,0,0
ZT40,dusk,24367.14514,15351.26097,0,0,0,0,0
ZT40,dusk,22230.8626,11652.35962,0,0,0,0,0
ZT40,dusk,18603.64865,15725.43922,0,0,0,0,0
ZT40,dusk,18258.73765,13460.46943,0,0,0,0,0
ZT40,dusk,19454.46792,14290.47036,0,0,0,0,0
ZT40,dusk,0,0,0,0,0,0,0
ZT44,dawn,0,0,0,0,0,0,0
ZT44,dawn,0,0,0,0,0,0,0
ZT44,dawn,0,0,0,0,0,0,0
ZT44,dawn,0,0,0,0,0,0,0
ZT44,dawn,0,0,0,0,0,0,0
ZT44,dawn,0,0,0,0,0,0,0
ZT44,dawn,0,0,0,0,0,0,0
ZT44,dawn,0,0,0,0,0,0,0
ZT44,dusk,8.550517972,0,0,0,0,0,0
ZT44,dusk,0,0,0,0,0,0,0
ZT44,dusk,0,0,0,0,0,0,0
ZT44,dusk,0,0,0,0,0,0,0
ZT44,dusk,0,0,0,0,0,0,0
ZT44,dusk,0,0,0,0,0,0,0
ZT44,dusk,0,0,0,0,0,0,0
ZT44,dusk,0,0,0,0,0,0,0
ZT48,dawn,2040.273489,1098.411998,0,0,0,0,0
ZT48,dawn,0,0,0,0,0,0,0
ZT48,dawn,0,0,0,0,0,0,0
ZT48,dawn,0,0,0,0,0,0,0
ZT48,dawn,0,0,0,0,0,0,0
ZT48,dawn,0,0,0,0,0,0,0
ZT48,dawn,0,0,0,0,0,0,0
ZT48,dawn,0,0,0,0,0,0,0
ZT48,dawn,0,0,0,0,0,0,0
ZT48,dusk,0,0,0,0,0,0,0
ZT48,dusk,0,0,0,0,0,0,0
ZT48,dusk,0,0,0,0,0,0,0
ZT48,dusk,0,0,0,0,0,0,0
ZT48,dusk,0,0,0,0,0,0,0
ZT48,dusk,0,0,0,0,0,0,0
ZT48,dusk,0,0,0,0,0,0,0
ZT48,dusk,0,0,0,0,0,0,0
ZT48,dusk,0,0,0,0,0,0,0
ZT52,dawn,0,0,0,0,0,0,0
ZT52,dawn,0,0,192.1596215,0,94.13555487,0,0
ZT52,dawn,0,0,0,0,0,0,0
ZT52,dawn,0,0,0,0,0,0,0
ZT52,dawn,0,0,0,0,0,0,0
ZT52,dawn,0,0,0,0,0,0,0
ZT52,dawn,0,0,0,0,0,0,0
ZT52,dawn,0,0,0,0,0,0,0
ZT52,dawn,0,0,0,0,0,0,0
ZT52,dusk,0,0,0,0,0,0,0
ZT52,dusk,0,0,0,0,0,0,0
ZT52,dusk,0,0,0,0,344.6013402,0,0
ZT52,dusk,0,0,197.733713,0,0,0,0
ZT52,dusk,844.3818564,0,0,0,0,0,0
ZT52,dusk,0,0,0,0,0,0,0
ZT52,dusk,0,0,0,0,0,0,0
ZT52,dusk,0,0,0,0,0,0,0
ZT56,dawn,0,0,0,0,0,0,0
ZT56,dawn,0,0,0,0,0,0,0
