Sample,5281167,6654,6616,31253,5363388,26049,6427110,91749831,289151,5281515,5281517,5281516,6443227
1,119192.7278,104061.0547,9489.459845,0.985476839,168320.6313,59772.64186,0.985476839,0.985476839,23603.37397,0.985476839,5631.760251,804657.4623,104352.864
2,86737.7406,263674.3341,13080.5868,86923.87145,31344.76271,129324.4012,78274.7546,215028.3351,30380.81464,33600.76546,9169.404659,760911.968,0.985476839
3,36718.64109,267954.6764,21462.03999,64744.52545,163245.7872,140124.8281,0.985476839,55995.47682,30456.72373,0.985476839,0.985476839,1057406.267,92472.28108
4,584505.755,445746.8844,16811.34538,114977.178,242161.5019,363862.9542,82663.03246,492660.5186,47753.19338,79661.49818,28485.60549,865342.9023,0.985476839
5,114045.3655,144186.419,18762.39429,39482.92885,259042.1788,104999.2185,168409.1211,107491.7007,70316.19559,25912.01656,0.985476839,58016.66167,111586.0496
6,112895.8864,390221.3424,31970.7258,112260.751,59942.80918,222540.3789,0.985476839,80528.64073,52234.40484,0.985476839,43523.85834,187914.4218,0.985476839
7,87508.79795,648941.165,41275.32821,212305.2039,251487.1751,398676.3175,0.985476839,17711.69665,68709.39397,0.985476839,45536.52773,4203324.123,465340.9659
8,0.985476839,254530.4374,12888.38882,56023.50657,79620.89815,140139.1668,0.985476839,1745.419073,77070.9104,136266.2532,0.985476839,1711337.321,0.985476839
9,272533.7643,255513.2277,19851.35294,61925.62469,707248.2226,144895.6999,0.985476839,135467.7725,60557.75959,188266.4287,0.985476839,867601.0784,0.985476839
10,84854.2673,261824.3471,16677.25328,83506.38516,351042.8341,157500.9368,0.985476839,0.985476839,87412.12011,19407.43877,65179.75184,669153.6649,0.985476839
11,147161.0105,571286.8562,36989.21186,233282.5957,406851.4993,387334.8199,0.985476839,0.985476839,89549.96314,45737.05354,36802.31285,482962.3836,0.985476839
12,367865.3098,222255.4114,17710.62098,71238.70382,113894.4283,131950.2522,0.985476839,0.985476839,31081.9562,83098.2648,19019.12777,887220.243,101143.8936
13,749493.3795,329443.1871,18640.63103,89160.61455,170066.4983,162399.0364,182097.3721,94723.8602,42129.38148,0.985476839,26559.53851,2124302.047,89186.12591
14,3241860.563,405788.8133,37998.91417,145749.5131,13637442.25,324495.041,109573.1403,17431.52851,54420.68958,44668.18501,34192.47962,1630625.011,0.985476839
15,1944941.555,182708.2278,18299.5999,66419.57004,525647.3317,144030.8717,117589.2808,65061.45414,64664.55467,73825.86888,46200.22378,3213890.182,133788.6131
16,130503.0574,244939.7866,29987.38601,89659.1589,76024.23778,178535.4476,192417.2995,76986.42387,53283.70587,0.985476839,0.985476839,772733.5804,0.985476839
17,2673220.222,1077313.52,183353.4069,307618.9709,469787.9797,709987.7934,800969.1742,0.985476839,77186.75294,0.985476839,0.985476839,132178.5599,1296629.342
18,1312817.174,644575.4724,56616.35621,232836.1975,323920.7651,389079.2431,532937.9025,132001.3009,64197.51113,0.985476839,20515.27392,1614386.859,110118.6017
19,416392.1946,244176.4301,22453.85252,76680.5488,390537.4831,216597.9049,0.985476839,3234.541311,68709.40599,0.985476839,70195.13926,2406834.451,536962.7913
20,276910.6385,367950.7948,30285.36079,126740.2956,287206.4702,275163.7976,112603.3705,131245.2805,117787.7207,0.985476839,0.985476839,129040.1673,62169.22178
21,557740.783,187835.2404,22219.73873,35827.62687,1497994.549,118771.8016,0.985476839,0.985476839,78318.62785,0.985476839,0.985476839,23640.16856,0.985476839
22,1675850.813,356250.8577,45092.60555,98466.45854,979506.9923,220267.508,327113.0323,1122858.173,70062.75877,147572.8896,76680.49735,3386098.576,454358.1526
23,78980.55518,207158.8142,11613.7709,55342.62048,88935.65203,125612.8717,0.985476839,41053.73422,37648.99747,0.985476839,0.985476839,1781980.293,0.985476839
24,110274.1237,231778.1798,13757.87646,56129.49,165510.4269,118970.6946,0.985476839,18332.38857,39810.10646,28740.90335,0.985476839,378945.2824,0.985476839
25,194085.6202,315307.7765,33289.58011,75072.17417,767849.2568,104268.1767,0.985476839,100377.0392,16322.1466,14532.96221,0.985476839,0.985476839,0.985476839
26,188130.2748,643477.5329,25413.4703,218412.9136,670602.2491,509611.541,0.985476839,870389.677,65212.26239,141046.3037,47735.53938,856975.1259,359488.2137
27,256351.1725,178616.8907,13963.76475,50736.13119,956156.8417,123116.3846,78725.02848,56129.85991,55566.19518,71298.74121,10719.42933,1530711.34,0.985476839
28,775557.5893,712029.7767,49286.40174,133656.1119,135264.3647,227623.7214,301434.5246,320112.0382,67432.33062,277549.4032,0.985476839,41194.07597,67678.83197
29,181328.8719,254750.0448,25719.93536,71380.68222,625415.1931,158914.6422,0.985476839,678223.7729,0.985476839,0.985476839,0.985476839,0.985476839,0.985476839
30,66947.95128,334481.4842,24128.60566,91190.46515,112219.528,240824.3316,220514.4135,6841.008463,65048.52523,0.985476839,24770.48775,995537.4948,0.985476839
31,681021.2768,305045.768,29482.96449,88475.95146,5618274.775,238103.6766,0.985476839,337357.6815,87618.59806,198518.0468,586484.2659,512260.3087,0.985476839
