SAMPLEID,6654,14896,9862,440917,5320250,29025
1,0.520777131,0.047515991,0.244111982,0.125218375,0.703934661,0.568400094
2,0.467942531,0.048538361,0.885989728,0.105012349,0.155233622,0.490133017
3,0.469740754,0.023814281,0.479893418,0.082682789,0.282234179,0.045566964
4,0.347018755,0.010801986,0.756796811,0.074789686,0.068980548,0.413597981
5,0.395940313,0.029991554,1.003022895,0.045026898,0.086097127,0.243817164
6,0.340703668,0.026033261,0.399716822,0.065933219,0.23626513,0.335536863
7,0.244046239,0.016685078,0.272355882,0.006403952,0.110558654,0.07115347
8,0.241740365,0.018321038,0.645089888,0.031228436,0.013594104,0.172169756
9,0.081145813,0.002020549,0.311178635,0.003879173,0.046289582,0.132666294
10,0.46597846,0.045961014,0.681073615,0.024299765,0.15083644,0.156105998
11,0.193837223,0.041418393,0.316331282,0,0.139991173,0.281615125
12,0.292488746,0.024349268,1.255513009,0.089827279,0.325840115,0.24500802
13,0.367754383,0.022295025,0.9520586,0.037089783,0.337951994,0.276317816
14,0.098159853,0.017847246,0.479976616,5.95E-06,0.093254539,0.063679783
15,0.10926484,0.005771578,0.42135108,0,0.076397292,0.107496444
16,0.393028891,0.027979365,0.739136137,0.109887708,0.20027105,0.231148278
17,0.208601684,0.024431511,0.822242668,0.023949083,0.032929128,0.11268819
18,0.272888598,0.014217949,0.701661139,0,0.141899403,0.215023144
19,0.356160413,0.031749296,0.392514677,0.043015405,0.069510038,0.373766386
20,0.213514723,0.031697843,0.549947194,0.041779289,0.051015842,0.200784033
21,0.09831433,0.00581593,0.685031071,0,0.111581709,0.162228485
22,0.125576558,0.007206579,0.346569758,0,0.025896238,0.104899319
23,0.727280545,0.055382875,0.529691176,0.069937086,0.930303313,0.38611656
24,0.368050589,0.018059777,0.629441403,0,0.047562261,0.143268502
25,0.196516417,0.009333437,0.844984595,0,0.384895002,0.117651445
26,0.201361678,0.031955044,0.745103346,0.01949049,0.039531166,0.07234627
27,0.426607949,0.019671493,0.447199396,0.100991878,0.222808179,0.184301516
28,0.526937837,0.040013385,0.719930252,0.153237932,0.144985414,0.38371296
29,0.733256802,0.057043704,0.407268813,0.094289887,0.1765451,0.235273013
30,0.351461532,0.035329428,0.424270992,0.02651736,0.153058119,0.216162808
