Sample,6654,240,14896,9862,5352557,440917,5320250,244,998,5281553,6054,155007,2537,243,4133,17100,31244,637511,798,5315892,442359,76319594,6429302,62566,86608,5317319,1549778,5281517,5281520,5362889,5373727,5281516,5315347,519764,5284507,13240187
1,1.943093304,0,0.915569078,23.25168556,0,5.143980704,22.13976206,0,9.819285773,0,0,0,0,13.50180501,3.492620949,0,0,0,803.4606687,0,0,5.675476248,0,9.240544262,0,139.1300375,37.55794982,3189.340113,0,701.6947134,95.9549701,1636.170684,0,218.7616835,27629.50355,0
2,1.124050395,2.942769509,0.468412836,8.728208919,0,2.444640842,3.419918959,0,3.708816167,0,0,0,0,0,1.232674983,0,0,0,75.10821824,0,0,3.939821954,0,6.388351077,0,0,7.115113741,367.0945865,8.627460979,0,56.52498238,171.7767435,0,26.10314355,7407.46036,0
3,2.224755196,0,1.266891121,0,0,1.871182928,0,0,3.574985348,0,0,0,0,11.89698488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,18.23819037,0,7.989785949,7.178242643,0,37.97365186,0,0,1.855539422,0,0,0,0,15.08655956,0,0,0,0,10.32189423,0,0,0,0,0,98.39858494,0,8.517078015,65.6791058,0,11.97594532,0,23.96249736,0,0,1783.342973,0
5,2.364248368,0,0.855622239,9.297040762,0,1.269778294,0,0,0.963060676,0,0,0,0,0,1.028700907,0,0,0,335.8001803,0,0,1.931654583,0,6.028883501,0,0,0,704.6724772,13.19217876,141.6699568,48.92024787,375.1175691,0,65.14065834,10329.64134,83.87578099
6,2.202176226,0,0.88188187,2.305309587,0,1.246961929,0,0,0.719709827,0,0,0,0,0,10.49645034,0,0,0,42.21802035,0,0,2.079277588,0,3.559596979,0,0,0,326.9590725,5.378085051,65.56448113,45.26350836,166.0242366,0,31.14627053,5457.777607,0
7,1.846495884,61.88354701,0.691132016,11.81070365,0,3.282647633,0,1.459143964,17.05100828,6.099185196,2.250042958,0,0,13.26048324,0,0,0,0,0,0,0,0,0,0,3.546644087,0,0,0,0,0,0,0,0,0,0,0
8,16.26321405,0,5.274808102,9.070272171,0,61.95372678,0,0,11.27291515,0,0,0,0,11.62919876,0,0,0,0,5.347342256,0,0,0,0,5.03201794,20.75018956,0,4.13619487,73.64745038,0,16.80528133,34.50938161,31.25403158,0,0,2247.526717,0
9,4.772232321,0,2.266255421,11.6997942,0,2.124371387,0,0,8.600272155,0,0,0,0,0,0,0,0,0,35.74070044,0,0,7.077801936,0,9.674165842,97.13962674,35.47165941,9.917013789,642.987714,21.08986177,157.5554783,156.2522136,360.3134977,11.99629452,48.89788331,10034.2259,0
