Sample,6654,31253,5363388,5368821,5281553,12589924,6549,6427110,4133,5281515,6443227
1,0.41,0.27,37.11,0.41,5.87,6.62,0.59,11.58,0.27,4.6,4.1
2,0.31,0.15,26.58,0.22,3.34,1.14,0.3,8.22,0.11,1.69,6.09
3,0.29,0.2,3.27,0.28,6.02,2.64,0.97,15.12,0.33,2.12,3.08
4,0.4,0.38,69.98,0.38,6.75,0,2.99,12.94,0.36,0.83,3.76
5,0.41,3.31,13.82,1.27,4.79,0,12.49,8.96,0.25,2.48,1.46
6,0.79,0.81,58.22,0.44,1.95,1.56,7.5,10.36,0.21,11.15,1.08
7,0.21,0.19,27.41,0.21,4.06,0,0.37,6.31,0.14,17.22,0.51
8,0.45,1.52,1.99,3.98,14.37,0,2.49,25.37,0.22,8.16,0.29
9,2.65,0.35,153.44,0.16,28.72,0,1.63,1.77,0.36,0.56,3.24
10,1.7,0.97,155.85,1.45,48.48,0,17.13,76.78,0.71,3.5,18.26
11,2.95,0.44,25.71,0.17,7.05,0,0.55,10.32,0.13,0.37,3.68
12,0.98,0.63,11.22,1.09,16.81,0,4,22.03,0.79,1.36,3.9
13,1.05,0.63,13.8,1.28,24.77,1.76,5.79,23.43,1.27,0.98,7.55
14,0.24,1.4,20.3,0.64,13.73,0,13.45,8.49,0.14,0.36,2.09
15,0.38,1.86,40.38,0.86,13.59,0,17.1,77.16,2.97,0.21,1.98
16,2,1.08,5.17,0.8,9.34,0,1.89,23.96,0.75,0.54,1.35
17,1.18,0.51,1.49,0.36,5.8,0,2.9,22.12,0.43,0.63,12.88
18,1.39,0.22,1.65,0.3,3.25,4.51,0.82,15.28,0.26,0.48,4.14
19,3.38,0.52,4.43,0.61,10.13,3.99,2.44,31.79,2.25,0.38,12.85
20,0.62,0.6,1.46,0.27,4.37,2.13,2.07,13.41,0.9,0.51,1.86
21,0.79,1.32,2.01,0.48,9.46,2.02,3.6,7.31,1.28,0.91,2.18
22,1.75,0.45,21.82,0.44,28.66,0,1.49,32.65,0.17,0,4.15
23,0.49,0.36,98.47,1.8,34,7.12,2.02,134.76,47.8,2.14,215.16
24,0.59,1.03,41.96,3.34,23.19,5.77,2.2,89.51,39.92,2.84,176.09
25,0.14,0.99,39.95,1.71,26.72,5.34,2.55,83.78,15.04,3.47,81.05
26,0.42,1.23,61.13,3.48,56.14,6.25,6.01,147.36,18.34,4.38,167.3
27,0.34,0.5,32.26,2.29,35.98,5.25,2.53,89.53,19.15,2.26,92.99
28,0.29,0.26,26.11,0.98,14.41,5.56,2.61,93.44,16.12,1.6,79.04
29,2.89,1.81,12.81,1.14,13.85,4.07,4.7,64.87,23.83,0.87,36.08
30,4.27,0.86,24.85,0.41,23.58,7.65,6.07,166.24,34.11,1.46,268.75
31,0.69,0.65,54.36,0.63,3.74,3.83,1.25,30.77,8.69,0.61,45.89
32,9.02,1.04,33.51,2.54,42.52,5.48,7.74,89.38,28.3,0.63,74.88
33,1.5,2.52,29.95,1.94,24.8,4.61,12.21,73.3,26.99,2.4,102.07
34,0.28,1.57,37.96,3.4,51.31,8.18,14.82,137.03,60.76,4.09,215.92
35,0.16,3.35,82.78,5.76,80.14,6.6,32.74,123.31,33.99,5.75,170.93
36,4.54,1.95,104.14,3.88,97.47,60.03,60.5,304.81,29.3,4.99,155.02
37,1.04,0.93,42.67,1.98,31.56,9.44,1.76,180.95,48.69,2.12,128.47
38,1.2,5.98,39.01,5.64,59.88,11.23,19.97,226.08,57.6,2.17,135.45
39,2.33,2.64,98.18,8.86,149.08,23.97,5.29,436.04,73.63,4.24,186.52
40,2.71,4.67,75.24,4.09,72.96,15.47,56.72,355.79,70.63,4.62,210.12
41,3.91,14.17,6.96,2.94,5.94,9.38,1.48,63.46,5.82,10.68,44.85
42,2.29,1.21,36.88,1.26,20.44,18.11,2.61,225.65,60.02,1.25,110.72
43,0.77,2.93,24.9,0.29,5.46,6.86,0.57,76.74,12.02,0.57,25.7
44,1.35,0.9,14.66,0.66,10.54,10.55,1.31,111.86,20.76,0.87,51.85
45,0.57,0.81,28.13,0.44,4.79,3.3,1.16,39.16,3.03,0,23.94
46,0.61,0.32,5.44,0.34,11.91,0.87,2.13,40.89,2.08,0.37,40.48
47,0.36,0.15,3.22,0.26,4.6,1.37,1.58,15.4,2.94,0,24.79
48,0.04,0.38,24.36,0.58,9.13,0.63,1.83,15.01,1.35,0.07,3.12
49,0.05,0.27,3.82,0.1,0.23,0.94,0.8,16.81,4.21,0.08,5.67
