Sample,5281167,31289,6654,6616,18818,14896,31253,440917,6549,17100,9862,6427110,240,798,8908,4133,76319594,442359,5281515,5281520,5373727,5281516,441005
1,77.9557382,2.147174264,2.363577919,0.282603406,0,0.829160867,0.756614303,4.586886021,4.492357122,8.276722621,0,1.947830736,0.872488906,3.657993692,38.47504461,0,0,0,1.708520589,1.160285107,0,0.11422009,0.349612083
2,162.476629,10.72633493,2.434101539,0.383233123,0,0.379704681,0.585554813,1.33189539,3.679068968,7.802493761,0.551499778,4.431507986,0,2.8598773,76.67743796,0.255478016,0,0,1.4086177,0.930075617,0,0,0.271177826
3,119.2934518,9.875472233,2.101210565,0.831192246,0,0.780603979,1.031883379,3.407899889,9.452450239,12.26074383,2.429089794,18.29925377,1.454997876,6.616477104,57.0523125,0,1.075715363,0,4.583040534,2.720161407,0,0.770450304,0.824457687
4,361.6454291,25.71301746,0,0.460960805,0,0,0,4.164142764,16.27087724,37.64173571,0,20.04009714,1.659500189,4.390207168,85.46064857,1.131791914,0,0,5.119826164,2.851377542,0.43301062,1.15957947,0
5,288.724827,10.64806099,0,0.474030337,0,0,0,3.683887267,17.50425468,31.75320461,0,11.37526747,3.435957232,10.34976066,73.17615362,0.577256201,1.345491809,3.438995106,18.96874354,12.96589198,0.877019254,1.660259539,2.800791097
6,184.080408,16.14482662,4.039218383,0.71277506,0,0,0,4.341607847,28.00541085,13.16356489,0.312735986,108.855534,0.296140192,28.87341185,884.0303889,0,3.483373076,5.895951827,35.63645598,21.15812814,1.305295984,1.64328805,4.584851809
7,318.1726493,31.85671694,3.720115709,0.619921697,0,0.61398057,0,2.481937279,17.6602626,10.44491039,1.96015227,30.26574852,4.109484407,17.70959681,172.478323,0,2.730371487,0,9.319483146,4.501642193,0,1.096831871,1.47821233
8,0,18.51943098,8.141953776,2.318047716,0,1.566322263,2.446395753,9.361437447,28.65000842,16.07911364,1.251383692,87.35601792,0,23.50628269,65.21831824,0,2.339394897,5.738153693,23.72944039,14.53279673,0.996771381,2.408079487,3.277254826
9,408.8143386,32.82436698,12.51825497,3.046677998,1.329153117,0.751854066,0.512849061,3.216695375,75.59124477,21.43900242,0,383.7188631,0.255600913,67.73976807,2268.485123,0,7.02984832,13.71706507,105.3887215,63.16198125,3.383270404,10.31243964,11.40072958
10,168.1914628,13.13544225,4.624663331,2.272337701,0.520476453,0.962892945,0,4.220333023,12.8697915,4.974900925,2.067638995,108.3989384,0,17.15827557,431.2821987,0.46145128,1.92183846,5.15762997,14.13181575,7.008251157,0.70503755,2.359295458,1.586477503
11,235.1981089,6.69430891,4.827093201,1.227792192,0.858855049,1.335039826,0,3.985799456,19.78360716,6.271026443,0,99.25899242,0,15.40064619,976.4335805,0,2.868598853,7.339151076,39.44571847,23.42941135,1.723665756,1.930892989,3.96529867
12,56.47785743,0,5.508074787,2.656667452,1.342675876,1.337604136,1.456669718,1.961588105,91.85229085,10.11565232,0,155.8856875,0,67.78286235,331.8413622,0,6.923607359,18.02731137,122.375657,87.46710582,6.098543523,12.3692823,17.47888325
13,0,15.3852818,10.11835596,4.396711866,1.894518362,2.805696421,3.599322721,3.868451583,72.65978637,9.508869413,0,331.0074062,0,42.91026162,89.6698288,0.356860411,4.93383917,11.93353216,88.10537218,55.50782845,3.528788546,7.949229346,9.614483207
14,703.0413846,41.86932113,5.147952063,1.257394487,0,0,0,2.335447244,55.40176132,20.89751993,0,118.6913372,0,37.33859646,1357.255787,1.577863744,7.992470591,13.60898012,67.332778,42.13734152,2.411521971,3.271079536,9.349229509
15,137.8328663,0,3.461206101,0,0,0,0,4.653655022,4.870127942,6.617576693,0,2.357317851,0,0,170.5691416,0.435956336,0,0,1.550776281,0,0,0,0
16,216.4476232,3.641688952,4.239755644,0.441052515,0,1.671924767,1.42727976,6.511168802,6.364220789,10.47327681,0,1.462420365,2.978994453,3.823989717,60.98754543,0,0,0,2.547694562,1.754835392,0,0.187948292,0.444376653
17,172.0150351,23.35972301,2.71948405,1.048361273,0,0,0.717671603,3.822400971,4.399972482,8.511827898,1.400790876,1.918804986,2.41482737,3.6148349,92.85731794,0.27117209,0,0.688604338,1.678418807,0.815850788,0.072649037,0,0
18,143.8943322,6.50249392,2.653478035,0,0,0.937132854,0.769225298,3.728924372,5.614444268,3.273165015,0,3.302199373,3.207259496,4.235446434,43.60767028,0.14226996,0.481320732,0.443523309,2.494626864,1.451329635,0,0,0
19,1198.425136,9.944710242,0,0,0.213872147,0.544660853,0,1.972644538,1.346617193,1.445894285,0,4.700678396,0,0.511337022,350.3877755,0.241706059,1.363095652,0,7.508639539,0,0.394703066,0,1.486720183
20,0,23.95742631,0,0,0,0,0,0.939855636,14.62679775,8.712322738,0,44.93503054,0,12.789821,107.44958,0.438240612,1.984674263,4.427591906,20.6757874,12.44466683,0,1.339622704,2.41487938
21,767.8509796,16.03200289,0,0,0,0.82696494,0,1.120701796,22.80358765,10.67012763,0,20.69243259,3.415366052,39.98545124,736.0801189,0.056339721,3.607433234,5.723367698,22.26606446,14.71006282,0.901549418,1.914520053,4.286737339
22,201.7002281,10.65421902,2.394885799,0.745517704,0.16291607,0.87841975,0.762757466,2.885702006,4.470106741,4.544957067,3.23257537,11.40243088,0.855217015,12.05780825,78.74712851,0.095481222,1.077226809,1.656019205,6.692294538,4.712822486,0.32594082,0.582484009,1.018640253
23,897.1527487,27.19035584,3.931976955,0,0,0.310081229,0.621262847,3.889785258,8.396191555,12.41817058,1.276527427,8.823323182,0,22.03887563,430.1561191,0.437405505,2.797553669,2.674111417,7.497439103,4.765788642,0,0.55332102,1.45860453
24,1915.04065,158.7250144,0,2.094615483,0,0,0,0,38.80081489,18.31403792,0,54.80326196,13.66480514,92.78226613,822.2235358,3.574401158,8.60537527,15.03827288,37.94691965,23.6252426,1.691342889,2.606870642,6.169849912
25,343.0679307,27.75400268,4.397072755,0,0,0.774992765,0,8.455678394,27.63253704,17.26093105,0,114.8199385,0.882319424,32.52410592,298.1878794,1.472654275,4.263671696,4.921466988,19.0441193,10.87254514,0.418512205,1.975394859,5.224936651
26,214.5656602,15.72873315,3.217947686,0.676577363,0,1.054233407,0,0,23.81416382,11.80182596,0,22.5503405,12.28708094,29.13225061,118.8461529,0,4.163428427,8.103318134,19.9397827,12.12784656,0.485413826,2.067618327,3.862332956
27,1230.664643,14.76524253,5.142049851,0.430929314,0,0,0,1.629380435,17.35002971,13.79215378,0,15.29472071,3.578938319,38.70827696,574.7880027,0.38048147,4.376705464,6.501955704,26.88337488,18.3095605,0.895026029,1.75363538,6.047656337
28,179.0850652,23.84288563,4.736112417,0,0,0.397975934,0,1.323376372,32.75314397,10.89619298,0,107.2106245,0,42.68676369,584.1748523,0.335910299,5.296587151,9.910814224,55.41918165,34.47049844,1.730148165,2.848555571,7.033301435
29,746.5133612,0,14.4094783,2.390821051,0,4.448323799,3.817993941,27.48286788,25.70578369,24.40001419,0,11.52755123,12.36102938,36.88881427,313.8683958,1.569892676,3.678950031,5.208844587,11.77525288,9.262310694,0.488774345,0.951292196,2.769162128
30,595.6544498,18.18477955,0,0,0,0.841075578,0,2.802113797,30.78856142,14.71407235,2.01245251,9.853284653,13.25582252,68.12489738,382.26213,1.014975621,3.50136774,9.092524723,34.87689379,25.56631842,1.67046164,3.358301843,5.896817967
31,1264.62538,32.09697037,8.114282272,0,0,1.611584297,0,3.89803445,62.96582968,43.6548156,0,63.3465815,14.66262436,83.45605513,1090.287587,0,7.240725198,12.52336896,60.75868584,43.69258246,2.504624061,3.344600774,10.37551614
32,16.34178117,4.371940788,2.894119255,0.720250333,0,0.568256974,0.947685185,2.493290295,5.832667946,0,0.17006079,13.29839397,0,9.665302798,95.3424675,0.12324193,0.770489605,1.095745341,5.123134767,3.202284064,0.178380922,0.309988937,0.606362905
33,37.30775912,2.635713668,3.919061651,0.811084157,0,1.342933123,1.294767106,5.1316703,8.433760055,7.474020898,0,7.299724982,0,5.950482872,206.1094772,0,0.435768111,1.191855429,5.061851666,3.023875911,0,0.301537902,0.323157295
34,0,4.333187371,6.872808232,12.03307497,0.749592493,1.401047365,0.863004903,1.744483883,23.40559441,4.232309796,0,54.06718169,0,16.29039848,29.20793612,0.390555104,2.784420578,5.848182398,30.23529671,0,1.126609265,27.7807437,4.1846881
35,0,11.55987833,6.001986303,0.620917421,0,0,0.458850027,2.578082533,13.22959708,4.49451009,0,30.47849829,0,5.305287876,5.543172728,1.071753131,1.382180523,1.435445651,2.516706442,1.337805942,0,0,0.817760574
36,1377.783031,67.35937278,0,0,0,0,0,0,30.31349142,33.91435282,0,20.41276123,8.562532408,24.7738526,207.5619194,3.754204481,0,0,12.47594148,6.217317213,1.007320217,0,0
37,0,3.228560945,3.747370755,1.005292409,0.137173153,0.989778671,1.041624249,4.389930871,25.84861492,6.656411945,0,33.31671091,0,17.37466874,34.79248698,0,1.021058072,3.389466012,11.70287111,0,0.543970483,0.454034813,1.096325305
38,404.8445456,19.99354819,4.617952327,0,0,0,0,0,9.496656534,9.870140641,0,43.24249783,0,21.63182881,527.1128157,0.648600632,2.351898905,0,7.864088725,4.328822244,0,0,1.251202535
39,0,3.391324367,5.177588542,1.986522035,0.76007093,1.009948204,1.147821547,1.915001216,25.91415496,5.810420831,0,82.87998255,0,10.76623966,10.13624211,0.245449422,2.074323222,3.831564153,24.26648681,16.19477485,0.686138074,1.384050674,3.369548372
40,739.5783918,15.09741163,3.330357102,1.335599138,0,0.62280548,0,0,12.83206225,8.337203442,0.870517914,11.05277783,5.177490021,33.50084231,193.8516997,0.141349807,1.598578147,4.63900585,13.16481727,8.641687022,0.604415108,0,0
