PlantID,5281167,6654,240,18818,14896,9862,5363388,8908,440917,244,998,6054,3314,1549778,2345
10DGo001,27.64888889,61.59312521,477.192075,207.4844444,20.29777778,460.557412,215.6068691,4.68436036,340.5974146,16.90493766,1194.289453,155.6807488,31.5902062,4.59448076,0
10DGo002,47.86451613,155.9009834,801.5421601,642.9483871,90.99354839,390.180334,679.6185352,6.41483738,526.69345,24.45417365,3242.6089,213.9470691,24.760296,2.86858793,0
10DGo003,25.97333333,117.2198277,973.6134834,851.9533333,91.51777778,547.7978277,971.3128652,9.17950695,391.8443982,12.9079914,2480.719342,102.4816954,14.10104042,3.65460521,0
10DGo004,29.07333333,149.8206068,915.7063338,136.0177778,26.52,530.4589162,494.4346427,3.19614701,215.6201575,19.30117741,2532.67636,288.2214167,21.41386023,4.33608163,0
10DGo005,6.96222222,112.3002157,1221.184883,391.34,58.38444444,577.7883912,68.74112884,2.93810963,278.5486113,23.25063179,2926.724262,212.227597,28.77735297,5.69357325,2.55330962
10DGo006,10.12222222,31.71074733,759.9447451,278.6888889,55.64,592.4069958,293.709076,3.86960261,235.1637692,26.23022548,2045.446253,84.55687097,50.40718817,8.38161649,0
10DGo007,11.64222222,105.3853065,889.1441076,2216.806667,184.38,235.6431893,145.2347111,4.59754957,1638.237714,19.27642318,1004.795553,71.51291007,51.84534746,1.8947216,0
10DGo008,10.73333333,97.87305195,277.9582774,461.3288889,50.67555556,607.3048408,228.9362442,3.32249677,451.432196,36.78730219,1181.473624,102.8656346,17.17581052,4.41357935,0
10DGo009,28.69111111,45.67717243,1276.394482,2126.893333,375.2377778,218.8051535,360.0441855,5.12396279,1060.155812,48.01297157,3196.884153,364.9734576,59.23538169,2.75783209,2.01893244
10DGo010,12.02666667,96.21503868,435.4496018,693.3111111,88.58222222,782.6918126,168.6180787,3.8917035,271.4212425,16.74593048,1857.442273,117.4343054,25.45011203,7.36458276,17.07210875
10DGo011,25.64888889,29.6997072,871.4072507,252.84,34.64666667,472.8241375,1011.972077,4.5924256,239.0616234,31.85653493,1452.605549,55.50856504,27.96285271,3.47178378,0
10DGo012,55.12,49.38318241,656.0880358,313.6488889,41.76222222,219.8562531,1300.704948,36.12066911,145.9843556,28.52940647,1656.822268,62.34684272,11.1305444,3.51556021,5.3649697
10DGo013,34.98444444,106.2853719,962.1836559,1131.628889,68.50666667,304.4286332,491.7387111,7.85533666,526.3484044,31.09028636,2936.144675,145.4941661,22.99054315,3.1730149,0
10DGo014,5.10444444,58.28608385,1596.959383,94.76666667,19.90444444,305.5249446,70.36159216,5.87804617,382.6221973,95.1922121,2425.099418,271.0263338,146.6494468,3.54662208,0
10DGo015,7.11777778,132.0455925,1632.944869,454.4466667,79.31777778,302.1170683,161.151346,3.95672937,437.8201898,29.18073548,2407.238957,42.62512139,41.47061871,3.94402855,0
10DGo016,4.13111111,230.203314,1059.473093,1736.406667,249.5444444,324.2059473,139.8132926,5.26561986,720.2977428,35.83433896,1596.968303,86.18343634,64.69838921,3.7020211,10.79326731
10DGo017,6.25777778,60.52696523,1224.053395,670.8488889,85.14666667,551.6484922,146.8759667,8.21567676,695.9919576,94.81803356,1670.129657,263.50215,124.1161998,4.43987172,0
10DGo018,15.0984127,124.7820669,2092.396213,150.168254,32.92380952,904.25638,697.201346,8.66166643,387.0539905,53.16751081,4360.55625,219.316682,70.73933543,8.12599982,0
10DGo019,13.01333333,95.15558313,1424.171817,100.4111111,6.84888889,726.1658375,265.0287781,5.40597064,416.5929427,75.18073368,2569.706646,266.0346521,145.2614695,7.23054624,1.56820208
10DGo020,7.21777778,60.47230545,179.8639928,144.3155556,21.4,264.1320903,92.47268033,3.52622466,177.2058126,19.2458909,945.9427687,81.68144004,27.56402497,4.07007304,2.9512207
10DGo021,3.96,72.50924763,1744.313562,290.2333333,56.13111111,488.2078547,124.073355,15.68399796,335.6976417,75.66097167,2446.042597,112.9918499,93.40495052,4.36064329,0
10DGo022,94.7,32.7482716,1663.396694,275.7911111,48.88,853.8722946,1910.202968,37.60739759,293.1564409,58.93318459,2617.501269,231.6714844,130.0548835,8.72789685,0
10DGo023,32.07474747,24.04711233,215.7539757,227.7575758,43.20606061,757.4738602,595.1593643,4.50933808,249.1790148,29.64192367,324.758099,51.91710933,34.98460002,10.6061619,0
10DGo024,58.40808081,32.29978068,808.7413401,14.22626263,1.78383838,229.7863449,770.2184156,4.30407362,86.97947418,28.11523863,1439.281948,66.3888563,1.98669393,3.30664485,0
10DGo025,5.61555556,82.23553086,2094.2566,662.7977778,107.1622222,423.2172524,125.0527299,4.42016612,319.8346651,66.40022576,3023.220075,235.9874868,64.39013712,4.28222295,0.63290166
10DGo026,33.54222222,33.31216265,718.4856755,298.5111111,35.68888889,1055.663757,376.1798911,2.22774527,129.5557383,48.48936718,1608.314087,153.2459797,23.33860953,10.87370246,0
10DGo027,6.8688172,50.56989675,911.17184,361.1548387,57.47741935,669.8754981,110.9417963,2.9219878,164.3373879,54.56889216,1435.957237,203.9068842,40.90032198,8.0700813,0
10DGo028,70.15833333,30.45376399,2352.449875,448.4833333,68.66875,636.2006957,1842.941378,5.77266667,327.4195225,131.6593957,2687.463376,412.5825394,99.86785119,5.60060046,0
10DGo030,62.19111111,67.86985576,1369.213863,410.1644444,59.55555556,581.8442316,1782.740854,2.30481953,253.2159399,155.7817841,2318.409725,321.1246899,93.79299182,3.98871012,0
10DGo032,7.47777778,34.70907377,1345.42913,778.0466667,114.8288889,457.9702079,103.7958096,2.63447336,226.0597181,92.85052298,1750.443691,176.5174883,39.76639155,3.24664018,0
10DGo033,15.32,68.00230432,1093.686091,878.2977778,158.7755556,314.0114951,289.0647339,3.89923608,316.8267606,89.41974372,2584.050929,222.9816298,43.83890753,2.38094765,0
