PlantID,Species,Year,Region,Population,TREATMENT
10MGo079,Godoratissima,2010,mountain,Muenstertal,CONTROL
10MGo080,Godoratissima,2010,mountain,Muenstertal,CONTROL
10MGo081,Godoratissima,2010,mountain,Muenstertal,CONTROL
10MGo082,Godoratissima,2010,mountain,Muenstertal,CONTROL
10MGo083,Godoratissima,2010,mountain,Muenstertal,CONTROL
10MGo084,Godoratissima,2010,mountain,Muenstertal,CONTROL
10MGo085,Godoratissima,2010,mountain,Muenstertal,CONTROL
10MGo086,Godoratissima,2010,mountain,Muenstertal,CONTROL
10MGo087,Godoratissima,2010,mountain,Muenstertal,CONTROL
10MGo088,Godoratissima,2010,mountain,Muenstertal,CONTROL
10MGo089,Godoratissima,2010,mountain,Muenstertal,CONTROL
10MGo090,Godoratissima,2010,mountain,Muenstertal,CONTROL
10MGo091,Godoratissima,2010,mountain,Muenstertal,CONTROL
10MGo092,Godoratissima,2010,mountain,Muenstertal,CONTROL
10MGo093,Godoratissima,2010,mountain,Muenstertal,CONTROL
10MGo094,Godoratissima,2010,mountain,Muenstertal,CONTROL
10MGo095,Godoratissima,2010,mountain,Muenstertal,CONTROL
10MGo096,Godoratissima,2010,mountain,Muenstertal,CONTROL
10MGo097,Godoratissima,2010,mountain,Muenstertal,CONTROL
10MGo098,Godoratissima,2010,mountain,Muenstertal,CONTROL
10MGo099,Godoratissima,2010,mountain,Muenstertal,CONTROL
10MGo100,Godoratissima,2010,mountain,Muenstertal,CONTROL
11DGo001,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo002,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo003,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo005,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo006,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo007,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo008,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo009,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo010,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo011,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo012,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo013,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo014,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo015,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo016,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo017,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo018,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo019,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo020,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo021,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo022,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo023,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo024,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo025,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo026,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo027,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo028,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo029,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo030,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo031,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo032,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo033,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo034,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo035,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo036,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo037,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo038,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo039,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo040,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo041,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo042,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo043,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo044,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo045,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo046,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo047,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo048,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo049,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo050,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo051,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo052,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo053,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo054,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo055,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo056,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo057,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo058,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo059,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo060,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo061,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo062,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo063,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo064,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo065,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo066,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo067,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo068,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo069,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo070,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo071,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo072,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo073,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo074,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo075,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo076,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo078,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo079,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo080,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo081,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo082,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo083,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo084,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo085,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo086,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo087,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo088,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo089,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo090,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo091,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo092,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo093,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo094,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo097,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo098,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo099,Godoratissima,2011,lowland,Doettingen,CONTROL
11DGo100,Godoratissima,2011,lowland,Doettingen,CONTROL
11RGo001,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo002,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo003,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo004,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo005,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo006,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo007,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo008,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo009,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo010,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo011,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo012,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo013,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo014,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo015,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo016,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo017,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo018,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo019,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo020,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo021,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo022,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo024,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo025,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo026,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo027,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo028,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo029,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo030,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo032,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo033,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo034,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo035,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo036,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo037,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo038,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo039,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo040,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo041,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo042,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo043,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo044,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo045,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo046,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo047,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo048,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo050,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo051,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo052,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo053,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo054,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo055,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo056,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo057,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo058,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo059,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo060,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo061,Godoratissima,2011,lowland,Remigen,CONTROL
11RGo062,Godoratissima,2011,lowland,Remigen,CONTROL
11LGo002,Godoratissima,2011,lowland,Linn,CONTROL
11LGo003,Godoratissima,2011,lowland,Linn,CONTROL
11LGo004,Godoratissima,2011,lowland,Linn,CONTROL
11LGo005,Godoratissima,2011,lowland,Linn,CONTROL
11LGo006,Godoratissima,2011,lowland,Linn,CONTROL
11LGo007,Godoratissima,2011,lowland,Linn,CONTROL
11LGo008,Godoratissima,2011,lowland,Linn,CONTROL
11LGo009,Godoratissima,2011,lowland,Linn,CONTROL
11LGo010,Godoratissima,2011,lowland,Linn,CONTROL
11LGo011,Godoratissima,2011,lowland,Linn,CONTROL
11LGo012,Godoratissima,2011,lowland,Linn,CONTROL
11LGo013,Godoratissima,2011,lowland,Linn,CONTROL
11LGo014,Godoratissima,2011,lowland,Linn,CONTROL
11LGo015,Godoratissima,2011,lowland,Linn,CONTROL
11LGo016,Godoratissima,2011,lowland,Linn,CONTROL
11LGo017,Godoratissima,2011,lowland,Linn,CONTROL
11LGo018,Godoratissima,2011,lowland,Linn,CONTROL
11LGo019,Godoratissima,2011,lowland,Linn,CONTROL
11LGo020,Godoratissima,2011,lowland,Linn,CONTROL
11LGo021,Godoratissima,2011,lowland,Linn,CONTROL
11LGo022,Godoratissima,2011,lowland,Linn,CONTROL
11LGo023,Godoratissima,2011,lowland,Linn,CONTROL
11LGo024,Godoratissima,2011,lowland,Linn,CONTROL
11LGo025,Godoratissima,2011,lowland,Linn,CONTROL
11LGo026,Godoratissima,2011,lowland,Linn,CONTROL
11LGo027,Godoratissima,2011,lowland,Linn,CONTROL
11LGo028,Godoratissima,2011,lowland,Linn,CONTROL
11LGo029,Godoratissima,2011,lowland,Linn,CONTROL
11LGo030,Godoratissima,2011,lowland,Linn,CONTROL
11LGo031,Godoratissima,2011,lowland,Linn,CONTROL
11LGo033,Godoratissima,2011,lowland,Linn,CONTROL
11LGo034,Godoratissima,2011,lowland,Linn,CONTROL
11LGo035,Godoratissima,2011,lowland,Linn,CONTROL
11LGo036,Godoratissima,2011,lowland,Linn,CONTROL
11LGo037,Godoratissima,2011,lowland,Linn,CONTROL
11LGo038,Godoratissima,2011,lowland,Linn,CONTROL
11LGo039,Godoratissima,2011,lowland,Linn,CONTROL
11LGo041,Godoratissima,2011,lowland,Linn,CONTROL
11LGo042,Godoratissima,2011,lowland,Linn,CONTROL
11LGo043,Godoratissima,2011,lowland,Linn,CONTROL
11LGo044,Godoratissima,2011,lowland,Linn,CONTROL
11LGo045,Godoratissima,2011,lowland,Linn,CONTROL
11LGo046,Godoratissima,2011,lowland,Linn,CONTROL
11LGo047,Godoratissima,2011,lowland,Linn,CONTROL
11LGo049,Godoratissima,2011,lowland,Linn,CONTROL
11LGo050,Godoratissima,2011,lowland,Linn,CONTROL
11LGo051,Godoratissima,2011,lowland,Linn,CONTROL
11LGo052,Godoratissima,2011,lowland,Linn,CONTROL
11LGo053,Godoratissima,2011,lowland,Linn,CONTROL
11LGo054,Godoratissima,2011,lowland,Linn,CONTROL
11LGo055,Godoratissima,2011,lowland,Linn,CONTROL
11LGo056,Godoratissima,2011,lowland,Linn,CONTROL
11LGo057,Godoratissima,2011,lowland,Linn,CONTROL
11LGo058,Godoratissima,2011,lowland,Linn,CONTROL
11LGo059,Godoratissima,2011,lowland,Linn,CONTROL
11LGo060,Godoratissima,2011,lowland,Linn,CONTROL
11LGo061,Godoratissima,2011,lowland,Linn,CONTROL
11LGo062,Godoratissima,2011,lowland,Linn,CONTROL
11LGo063,Godoratissima,2011,lowland,Linn,CONTROL
11LGo064,Godoratissima,2011,lowland,Linn,CONTROL
11LGo065,Godoratissima,2011,lowland,Linn,CONTROL
11LGo067,Godoratissima,2011,lowland,Linn,CONTROL
11LGo068,Godoratissima,2011,lowland,Linn,CONTROL
11LGo069,Godoratissima,2011,lowland,Linn,CONTROL
11LGo070,Godoratissima,2011,lowland,Linn,CONTROL
11LGo071,Godoratissima,2011,lowland,Linn,CONTROL
11LGo073,Godoratissima,2011,lowland,Linn,CONTROL
11LGo074,Godoratissima,2011,lowland,Linn,CONTROL
11LGo075,Godoratissima,2011,lowland,Linn,CONTROL
11LGo077,Godoratissima,2011,lowland,Linn,CONTROL
11LGo078,Godoratissima,2011,lowland,Linn,CONTROL
11LGo079,Godoratissima,2011,lowland,Linn,CONTROL
11LGo080,Godoratissima,2011,lowland,Linn,CONTROL
11LGo081,Godoratissima,2011,lowland,Linn,CONTROL
11LGo082,Godoratissima,2011,lowland,Linn,CONTROL
11LGo083,Godoratissima,2011,lowland,Linn,CONTROL
11LGo085,Godoratissima,2011,lowland,Linn,CONTROL
11LGo086,Godoratissima,2011,lowland,Linn,CONTROL
11LGo087,Godoratissima,2011,lowland,Linn,CONTROL
11LGo088,Godoratissima,2011,lowland,Linn,CONTROL
11LGo089,Godoratissima,2011,lowland,Linn,CONTROL
11LGo090,Godoratissima,2011,lowland,Linn,CONTROL
11LGo091,Godoratissima,2011,lowland,Linn,CONTROL
11LGo092,Godoratissima,2011,lowland,Linn,CONTROL
11LGo093,Godoratissima,2011,lowland,Linn,CONTROL
11LGo094,Godoratissima,2011,lowland,Linn,CONTROL
11LGo095,Godoratissima,2011,lowland,Linn,CONTROL
11LGo096,Godoratissima,2011,lowland,Linn,CONTROL
11LGo097,Godoratissima,2011,lowland,Linn,CONTROL
11LGo098,Godoratissima,2011,lowland,Linn,CONTROL
11LGo099,Godoratissima,2011,lowland,Linn,CONTROL
11LGo100,Godoratissima,2011,lowland,Linn,CONTROL
11RWGo004,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo005,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo006,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo010,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo011,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo012,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo013,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo025,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo026,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo027,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo028,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo029,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo030,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo031,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo032,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo033,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo034,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo035,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo036,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo037,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo040,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo043,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo044,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo045,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo046,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo047,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo048,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo050,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo051,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo052,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo053,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo054,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo055,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo056,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo057,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo058,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo059,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo061,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo062,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo063,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo064,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo065,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo066,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo067,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo068,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo069,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo070,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo071,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo072,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo074,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo075,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo076,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo077,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo078,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo079,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo080,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo081,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo082,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo083,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo084,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo085,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo086,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo087,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo088,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo089,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo090,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo091,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo092,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo093,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo094,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo095,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo096,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo097,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo098,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo099,Godoratissima,2011,lowland,Rossweid,CONTROL
11RWGo100,Godoratissima,2011,lowland,Rossweid,CONTROL
11SGo001,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo002,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo003,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo004,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo005,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo006,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo007,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo008,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo009,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo010,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo011,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo012,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo013,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo015,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo016,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo017,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo018,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo019,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo020,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo021,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo022,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo023,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo024,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo025,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo026,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo027,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo028,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo029,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo030,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo031,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo032,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo033,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo034,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo035,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo036,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo037,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo038,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo039,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo040,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo041,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo042,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo043,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo044,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo045,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo046,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo047,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo048,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo049,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo050,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo053,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo070,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo072,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo073,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo074,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo075,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo076,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo077,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo078,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo079,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo080,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo081,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo082,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo083,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo085,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo086,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo087,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo088,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo089,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo090,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo091,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo092,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo093,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo094,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo095,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo097,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo098,Godoratissima,2011,mountain,Schatzalp,CONTROL
11SGo100,Godoratissima,2011,mountain,Schatzalp,CONTROL
11MGo001,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo002,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo003,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo004,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo005,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo006,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo007,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo008,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo009,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo010,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo011,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo012,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo013,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo014,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo015,Godoratissima,2011,mountain,Muenstertal,CONTROL
11MGo016,Godoratissima,2011,mountain,Muenstertal,CONTROL
