SAMPLEID,6654,440917,244,6432254,6549,4133,798,7150,6427788,14896,9862
54,1.188,0,6.503,6.622,2.616,0.355,0.091,0.454,0.12,3.33,1.441
55,2.342,0,77.106,8.444,0,0.886,0.33,1.092,0.318,4.284,0.593
56,3.013,0,10.416,10.157,6.58,0.274,0.764,1.218,0.283,6.113,1.291
57,0.692,0,0,0,0,0,0,0,0.156,0.544,0
58,2.67,0,0.404,0,0,0.174,0.294,0,0.071,5.268,0.269
59,5.935,0,14.586,0,6.881,1.458,0.23,1.646,0,10.255,0.773
60,2.846,0,0,0,0,0.694,0.239,0.314,0.035,7.098,1.34
61,6.819,0,0.778,0,0,2.023,0.472,0.431,0.279,13.517,0.625
62,4.467,0,0,0,7.839,0.391,0.41,0,0.106,3.346,0.255
63,4.345,0,1.33,0,1.695,1.541,0.427,0.635,0.259,10.844,0.896
64,3.195,0,35.452,0,0,1.823,1.275,0,0.093,43.158,2.234
65,0,0,2.477,8.947,5.264,0.739,1.714,0.543,0.178,6.863,1.159
66,1.714,0,0,0,0,0,0,0,0,0.763,0.222
67,1.626,0,94.883,21.142,36.041,0.726,0.544,1.461,0.297,5.455,1.473
68,5.346,0,88.149,7.284,13.721,1.362,0.596,3.822,0,46.118,4.96
69,2.505,0,91.684,18.932,27.081,1.6,0.732,1.255,0.188,5.244,0.989
70,3.436,0,56.913,29.476,25.139,1.19,0.535,2.008,0.13,11.066,2.305
71,2.595,0,81.282,22.264,14.592,0.653,0.294,1.483,0.089,5.66,0.878
72,2.91,0,21.825,23.71,7.959,1.94,0.776,1.812,0.146,6.316,1.87
73,2.556,0,27.533,13.597,8.001,0.417,0.513,1.755,0.126,9.989,0.681
74,1.11,0,80.561,22.834,10.406,0,0.686,5.425,0.226,10.945,13.769
75,3.035,0,17.626,10.546,7.14,0.152,0.155,0.483,0,5.006,0.829
76,3.837,0,27.32,8.856,2.576,0.73,0.467,1.93,0.416,1.249,1.699
77,3.058,0,22.098,7.554,9.089,0,0.361,1.788,0.217,4.912,1.418
78,2.571,0,50.846,9.091,0,1.212,0.421,1.308,0,4.447,0.287
79,3.259,0,1.508,0,0,2.047,0.347,0,0.054,6.496,0.633
80,6.515,0,0.373,0,3.159,1.89,0.305,0,0.133,11.318,0
81,2.419,0,0,0,0,0.313,0.496,0,0.149,6.511,0.148
82,6.128,0,3.031,9.427,13.264,0.827,0.253,0.583,0,12.498,0.484
83,1.36,0,0,0,1.75,1.005,0.139,0.276,0,4.668,0.533
84,7.287,0,1.421,0,7.243,0.462,0.71,0.799,0.113,15.708,0
