SAMPLEID,7460,7462,440917,5281515,5281517,4133
1,0.000281559,0.014883065,0.005538455,0,0,0.00077173
2,0,0.002543671,7.75E-06,0,0,0.000385405
3,9.15E-05,0.013064027,0.006020219,0,0,0.000552092
4,0.000353535,0.058111648,0.023934844,0.002018315,0,0.001870569
5,3.77E-05,0.004277972,0.002342912,0.000237541,0,0.000507948
6,0.000106248,0.016893419,0.003141903,0,0,0.000258031
7,3.00E-05,0.006238129,0.002635227,0.000457958,0,0.000133149
8,0.0010853,0.14042666,0.041098831,0.000304599,0,0.000281452
9,0,0.021321704,0.00703508,0.001199041,0,0.000289326
10,9.13E-05,0.00875728,0.005046675,0.000568305,0,0.000144583
11,0.000149697,0.022494707,0.004625249,0.000733785,0.000511243,0.001574496
12,0.001181459,0.170441635,0.049103598,0.003941421,0.002986989,0.002300307
13,0.000416827,0.044906206,0.016077605,0.002565511,0.001101864,0.005078982
14,0.000156795,0.016016309,0.006903004,0.000876395,0.000995708,0.002443205
15,0.000296456,0.024864943,0.010191092,0.003752874,0.001308908,0.001172653
16,3.91E-05,0.001310481,0.000305753,0,0,0.000201996
17,0.000129916,0.009449959,0.003568755,5.78E-05,0,0.000534852
18,0.003695644,0.291759793,0.18459593,0.024526526,0,0
19,2.95E-05,0.000777099,0.000444275,0,0,0.000242239
20,0.000383348,0.021880925,0.009289378,0.000720582,0,0.000317987
21,0.000137328,0.014353933,0.00521161,0.000446629,0.000351124,0.000503121
22,0.000275261,0.009537936,0.005916394,0.000966866,0,0.000342135
23,0.000101257,0.005885539,0.003203572,0.000293777,0,0.000660166
24,9.97E-05,0.006147748,0.004373874,6.04E-05,0,0.000673273
25,0.000119156,0.00351705,0.002087181,0,0,0.000207367
26,0.000492249,0.034512932,0.010178875,0.001685532,0.002160577,0.000125897
27,3.02E-05,0.003279554,0.001031227,0,0.000601487,0.001774226
28,4.87E-05,0.012438462,0.005225874,0.000666434,0.000237762,0.001752681
29,0.000299412,0.03918962,0.013639119,0.001813654,0.003591379,0.000294205
30,0.000886831,0.095233836,0.034372469,0.006499535,0,9.35E-05
31,0.000165717,0.013276648,0.005027665,0.000240846,0,0.000234608
32,0,0.00229871,0.001267742,3.68E-05,0,0.000433118
33,0.000138567,0.004790083,0.00298843,0,0,0.000309366
34,0.000104499,0.003132282,0.002537579,0,0,0.000342201
35,5.71E-05,0.002318902,0.002465854,0,0,0.000366057
36,0.000110029,0.015108591,0.006666701,0.000140352,0,0.000223956
37,0.001351795,0.204107704,0.048801654,0.003157111,0.000105191,0
38,0.000225745,0.018356911,0.00565935,0.000422764,0,0.000107588
39,0.000195847,0.008189063,0.005291289,0.00042668,0,0.000409948
40,8.01E-05,0.005618898,0.002625984,4.02E-05,0,0.000587664
41,0.000174921,0.016130476,0.005662857,0.000666667,0.001057143,5.56E-05
42,0.000650069,0.087665604,0.023777148,0.00262799,0.002960566,0.000102439
43,0.000137529,0.007027273,0.002869231,0,8.95E-05,0.000145688
44,0.000256125,0.023582906,0.009319658,0.000736752,0.000175214,0.002539601
45,0.000103406,0.007205109,0.00309635,0.000114599,3.72E-05,0.000957178
