sample,5281553,6427110,87529,5281515,6443227
1,1.269213637,10.59152678,0.5,10.27061794,0.6
2,1.110561932,11.36590727,0.78683135,11.24896374,0.73
3,1.210561932,10.96590727,0.68683135,10.24896374,0.63
4,1.249213637,12.59152678,0.72,9.270617943,0.7
5,1.010561932,10.36590727,0.62683135,9.248963743,0.56
6,1.049213637,12.99152678,0.75,9.070617943,0.65
7,0.211073837,0.888421163,0,0,0
8,0.243549542,1.784305131,0,0,0
9,0.159661636,1.07671931,0,0,0
10,0.225669206,1.6131458,0,0,0
11,0.150162348,0.660882434,0,0,0
12,0.164736959,0.753905688,0,0,0
13,0,0,0,0,0
14,0,0,0,0,0
15,0,0,0,0,0
16,0,0,0,0,0
17,0,0,0,0,0
18,0,0,0,0,0
19,0,0,0,0,0
20,0,0,0,0,0
21,0,0,0,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
25,1.269213637,10.59152678,0.5,10.27061794,0.6
26,1.110561932,11.36590727,0.78683135,11.24896374,0.73
27,1.210561932,10.96590727,0.68683135,10.24896374,0.63
28,1.249213637,12.59152678,0.72,9.270617943,0.7
29,1.010561932,10.36590727,0.62683135,9.248963743,0.56
30,1.049213637,12.99152678,0.75,9.070617943,0.65
31,26.55684269,254.526062,0.70359923,13.37770456,11.88776786
32,36.97229602,213.3977744,0.145784054,9.33725572,8.629976487
33,42.8298103,252.1734074,1.500718208,11.23949059,10.54805489
34,20.18996381,230.3335278,1.889900494,7.920746173,8.049819898
35,39.97229602,243.3977744,0.245784054,10.33725572,9.629976487
36,40.8298103,250.1734074,1.100718208,12.33049059,9.848054887
37,55.19375846,503.1160427,1.85,19.26880257,7.86493393
38,50.81705665,451.156386,1.813521108,21.51458376,7.175315506
39,52.81705665,471.156386,1.833521108,20.51458376,7.475315506
40,54.29375846,500.0604273,1.79,20.56880257,7.26493393
41,53.51705665,481.356386,1.873521108,19.81458376,6.975315506
42,55.35170567,493.656386,1.821352111,22.31458376,7.575315506
43,0.515299656,14.33506551,0.480936556,4.469155222,0.512073217
44,0.509897454,11.88995401,0.495364653,1.734299041,0.585226533
45,0.519897454,13.88995401,0.485364653,3.234299041,0.555226533
46,0.522299656,14.63506551,0.470936556,2.5,0.532073217
47,0.512897454,12.88995401,0.497364653,2.634299041,0.565226533
48,0.502897454,13.78995401,0.485364653,1.834299041,0.572226533
49,0.515299656,14.33506551,0.480936556,4.469155222,0.512073217
50,0.509897454,11.88995401,0.495364653,1.734299041,0.585226533
51,0.519897454,13.88995401,0.485364653,3.234299041,0.555226533
52,0.522299656,14.63506551,0.470936556,2.5,0.532073217
53,0.512897454,12.88995401,0.497364653,2.634299041,0.565226533
54,0.502897454,13.78995401,0.485364653,1.834299041,0.572226533
55,0.469575706,1.086066321,0,0,0
56,0.479119221,1.685937722,0,0,0
57,0.335788822,1.2318422,0,0,0
58,0.487512342,1.693504039,0,0,0
59,0.26723281,0.742274591,0,0,0
60,0.310435852,0.722796402,0,0,0
61,0,18.71427493,0,0,0
62,0,14.37557131,0,0,0
63,0,15.82180585,0,0,0
64,0,26.68424207,0,0,0
65,0,19.45306938,0,0,0
66,0,19.59769283,0,0,0
67,0,17.5975,0,0,0
68,0,32.4861,0,0,0
69,0,32.4861,0,0,0
70,0,20.5975,0,0,0
71,0,22.5861,0,0,0
72,0,28.7501,0,0,0
